bot;aposta_id;event_id;mercado_tick;mercado_tipo;linha;selecao;odd;liga;apostado_em;veredito;motivos
SENTINELA-E-WCA-HC;70943;17147189;Handicap;16;0.50;Argentina (mko1919) (+0.5);1.900;World Cup A;2026-07-21 01:58:23.088480;OK;
SENTINELA-E-WCA-HC;70944;17147189;Handicap;16;-0.50;Mexico (kraftvk) (-0.5);1.800;World Cup A;2026-07-21 01:58:23.089809;OK;
SENTINELA-E-WCA-HC;70950;17147249;Handicap;16;-1.50;England (Wboy) (-1.5);2.050;World Cup A;2026-07-21 02:10:09.293875;OK;
SENTINELA-E-WCA-HC;70951;17147249;Handicap;16;1.50;Argentina (mko1919) (+1.5);1.700;World Cup A;2026-07-21 02:10:09.294513;OK;
SENTINELA-E-WCA-HC;70952;17147229;Handicap;16;-0.50;Morocco (v1nn) (-0.5);1.820;World Cup A;2026-07-21 02:10:15.197017;OK;
SENTINELA-E-WCA-HC;70966;17147201;Handicap;16;-1.50;Morocco (v1nn) (-1.5);1.930;World Cup A;2026-07-21 02:22:04.667176;OK;
SENTINELA-E-WCA-HC;70967;17147201;Handicap;16;1.50;Argentina (mko1919) (+1.5);1.770;World Cup A;2026-07-21 02:22:04.670286;OK;
SENTINELA-E-WCA-HC;70968;17147157;Handicap;16;0.50;England (Wboy) (+0.5);1.880;World Cup A;2026-07-21 02:22:15.289957;OK;
SENTINELA-E-WCA-HC;70974;17147241;Handicap;16;-0.50;France (dor1an) (-0.5);1.900;World Cup A;2026-07-21 02:34:06.893929;OK;
SENTINELA-E-WCA-HC;70975;17147190;Handicap;16;-0.50;Morocco (v1nn) (-0.5);2.100;World Cup A;2026-07-21 02:35:25.791409;OK;
SENTINELA-E-WCA-HC;70984;17147275;Handicap;16;0.50;England (Wboy) (+0.5);1.720;World Cup A;2026-07-21 02:46:05.576880;OK;
SENTINELA-E-WCA-HC;70985;17147193;Handicap;16;0.50;France (dor1an) (+0.5);1.770;World Cup A;2026-07-21 02:46:18.193162;OK;
SENTINELA-E-WCA-HC;70989;17148823;Handicap;16;1.50;France (Am1g0) (+1.5);1.320;FC26 World Cup A;2026-07-21 02:48:15.934983;OK;
SENTINELA-E-WCA-HC;71002;17147178;Handicap;16;1.50;France (dor1an) (+1.5);1.700;World Cup A;2026-07-21 02:58:04.516489;OK;
SENTINELA-E-WCA-HC;71003;17147178;Handicap;16;-1.50;England (Wboy) (-1.5);2.050;World Cup A;2026-07-21 02:58:04.517078;OK;
SENTINELA-E-WCA-HC;71004;17147197;Handicap;16;-0.50;Argentina (mko1919) (-0.5);1.600;World Cup A;2026-07-21 02:58:09.220384;OK;
SENTINELA-E-WCA-HC;71012;17147195;Handicap;16;-0.50;England (Wboy) (-0.5);1.650;World Cup A;2026-07-21 03:10:00.678847;OK;
SENTINELA-E-WCA-HC;71013;17147195;Handicap;16;0.50;Argentina (mko1919) (+0.5);2.100;World Cup A;2026-07-21 03:10:00.679535;OK;
SENTINELA-E-WCA-HC;71014;17147226;Handicap;16;0.50;France (dor1an) (+0.5);1.850;World Cup A;2026-07-21 03:10:25.359603;OK;
SENTINELA-E-WCA-HC;71015;17147226;Handicap;16;-0.50;Morocco (v1nn) (-0.5);1.850;World Cup A;2026-07-21 03:10:25.362166;OK;
SENTINELA-E-WCA-HC;71020;17147181;Handicap;16;-1.50;Morocco (v1nn) (-1.5);2.150;World Cup A;2026-07-21 03:22:04.842030;OK;
SENTINELA-E-WCA-HC;71021;17147222;Handicap;16;0.50;England (Wboy) (+0.5);1.820;World Cup A;2026-07-21 03:22:06.317862;OK;
SENTINELA-E-WCA-HC;71022;17147222;Handicap;16;-0.50;Mexico (kraftvk) (-0.5);1.880;World Cup A;2026-07-21 03:22:06.319492;OK;
SENTINELA-E-WCA-HC;71035;17147204;Handicap;16;1.50;Mexico (kraftvk) (+1.5);1.600;World Cup A;2026-07-21 03:34:07.976515;OK;
SENTINELA-E-WCA-HC;71036;17147239;Handicap;16;0.50;France (dor1an) (+0.5);1.530;World Cup A;2026-07-21 03:34:08.036395;OK;
SENTINELA-E-WCA-HC;71048;17147147;Handicap;16;-0.50;Netherlands (Revange) (-0.5);2.050;World Cup A;2026-07-21 04:11:11.425158;OK;
SENTINELA-E-WCA-HC;71047;17147147;Handicap;16;0.50;Ghana (BlackStar98) (+0.5);1.700;World Cup A;2026-07-21 04:11:11.425674;OK;
SENTINELA-E-WCA-HC;71049;17147126;Handicap;16;0.50;France (dm1trena) (+0.5);1.500;World Cup A;2026-07-21 04:11:11.828211;OK;
SENTINELA-E-WCA-HC;71063;17147141;Handicap;16;-1.50;Ghana (BlackStar98) (-1.5);1.850;World Cup A;2026-07-21 04:23:06.506577;OK;
SENTINELA-E-WCA-HC;71064;17147141;Handicap;16;1.50;France (dm1trena) (+1.5);1.850;World Cup A;2026-07-21 04:23:06.507610;OK;
SENTINELA-E-WCA-HC;71065;17147110;Handicap;16;1.50;Netherlands (Revange) (+1.5);1.750;World Cup A;2026-07-21 04:23:06.640124;OK;
SENTINELA-E-WCA-HC;71072;17147156;Handicap;16;0.50;France (dm1trena) (+0.5);2.000;World Cup A;2026-07-21 04:35:06.816036;OK;
SENTINELA-E-WCA-HC;71073;17147156;Handicap;16;-0.50;Morocco (DaVa) (-0.5);1.720;World Cup A;2026-07-21 04:35:06.825140;OK;
SENTINELA-E-WCA-HC;71074;17147127;Handicap;16;-0.50;Ghana (BlackStar98) (-0.5);2.200;World Cup A;2026-07-21 04:35:21.546180;OK;
SENTINELA-E-WCA-HC;71081;17147112;Handicap;16;-1.50;Morocco (DaVa) (-1.5);2.200;World Cup A;2026-07-21 04:47:07.133314;OK;
SENTINELA-E-WCA-HC;71082;17147112;Handicap;16;1.50;England (sane4ek8) (+1.5);1.600;World Cup A;2026-07-21 04:47:07.133754;OK;
SENTINELA-E-WCA-HC;71083;17147146;Handicap;16;2.50;France (dm1trena) (+2.5);1.600;World Cup A;2026-07-21 04:47:26.445177;OK;
SENTINELA-E-WCA-HC;71095;17147145;Handicap;16;-0.50;Morocco (DaVa) (-0.5);2.300;World Cup A;2026-07-21 04:59:20.924980;OK;
SENTINELA-E-WCA-HC;71096;17147143;Handicap;16;-0.50;Netherlands (Revange) (-0.5);2.000;World Cup A;2026-07-21 04:59:21.539011;OK;
SENTINELA-E-WCA-HC;71097;17147143;Handicap;16;0.50;England (sane4ek8) (+0.5);1.720;World Cup A;2026-07-21 04:59:21.539682;OK;
SENTINELA-E-WCA-HC;71108;17148854;Handicap;16;-1.50;Norway (metelk1n) (-1.5);3.040;FC26 World Cup A;2026-07-21 05:11:08.419557;OK;
SENTINELA-E-WCA-HC;71109;17147101;Handicap;16;0.50;Ghana (BlackStar98) (+0.5);1.800;World Cup A;2026-07-21 05:11:10.351919;OK;
SENTINELA-E-WCA-HC;71110;17147101;Handicap;16;-0.50;Netherlands (Revange) (-0.5);1.900;World Cup A;2026-07-21 05:11:10.353335;OK;
SENTINELA-E-WCA-HC;71111;17147149;Handicap;16;-0.50;England (sane4ek8) (-0.5);1.770;World Cup A;2026-07-21 05:11:22.117539;OK;
SENTINELA-E-WCA-HC;71112;17147149;Handicap;16;0.50;France (dm1trena) (+0.5);1.930;World Cup A;2026-07-21 05:11:22.118511;OK;
SENTINELA-E-WCA-HC;71119;17147103;Handicap;16;0.50;France (dm1trena) (+0.5);1.800;World Cup A;2026-07-21 05:23:04.715094;OK;
SENTINELA-E-WCA-HC;71121;17147142;Handicap;16;1.50;Netherlands (Revange) (+1.5);1.770;World Cup A;2026-07-21 05:23:04.817467;OK;
SENTINELA-E-WCA-HC;71120;17147142;Handicap;16;-1.50;Morocco (DaVa) (-1.5);1.930;World Cup A;2026-07-21 05:23:04.819736;OK;
SENTINELA-E-WCA-HC;71135;17147116;Handicap;16;0.50;France (dm1trena) (+0.5);2.050;World Cup A;2026-07-21 05:35:05.569817;OK;
