Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Janela 1,Winrate 1,Janela 2,Winrate 2,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,B-EBASKBAT4X5,CHIEFKEEF x yangrainmaker,CHIEFKEEF,CHI Bulls,yangrainmaker,OKC Thunder,14/07/2026,06:56:56,Handicap,OKC Thunder (yangrainmaker) (+10.5),10.5,,,,,1.833,None-None,76-62,Red,-1.0,12224221
,B-EBASKBAT4X5,Lalkoff x lucker,Lalkoff,DET Pistons,lucker,MIA Heat,14/07/2026,06:56:56,Handicap,DET Pistons (Lalkoff) (+1.5),1.5,,,,,1.833,None-None,65-67,Red,-1.0,12224220
,B-EBASKBAT4X5,lucker x CHIEFKEEF,lucker,MIA Heat,CHIEFKEEF,CHI Bulls,14/07/2026,07:47:14,Handicap,MIA Heat (lucker) (+5.5),5.5,,,,,1.833,None-None,59-64,Green,0.833,12224246
,B-EBASKBAT4X5,Kadzima x Lalkoff,Kadzima,TOR Raptors,Lalkoff,DET Pistons,14/07/2026,08:20:01,Handicap,DET Pistons (Lalkoff) (+2.5),2.5,,,,,1.833,None-None,68-61,Red,-1.0,12224247
,B-EBASKBAT4X5,CHIEFKEEF x Kadzima,CHIEFKEEF,CHI Bulls,Kadzima,TOR Raptors,14/07/2026,07:47:14,Handicap,TOR Raptors (Kadzima) (+9.5),9.5,,,,,1.833,None-None,72-64,Green,0.833,12224260
,B-EBASKBAT4X5,yangrainmaker x lucker,yangrainmaker,OKC Thunder,lucker,MIA Heat,14/07/2026,07:19:41,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,,,,,1.833,None-None,63-77,Red,-1.0,12224261
,B-EBASKBAT4X5,Kadzima x yangrainmaker,Kadzima,TOR Raptors,yangrainmaker,OKC Thunder,14/07/2026,07:47:14,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,,,,,1.833,None-None,68-75,Green,0.833,12224262
,B-EBASKBAT4X5,Lalkoff x CHIEFKEEF,Lalkoff,DET Pistons,CHIEFKEEF,CHI Bulls,14/07/2026,07:20:15,Handicap,DET Pistons (Lalkoff) (+7.5),7.5,,,,,1.833,None-None,70-78,Red,-1.0,12224263
,B-EBASKBAT4X5,yangrainmaker x Lalkoff,yangrainmaker,OKC Thunder,Lalkoff,DET Pistons,14/07/2026,08:55:27,Handicap,DET Pistons (Lalkoff) (+1.5),1.5,,,,,1.833,None-None,61-75,Green,0.833,12224503
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,14/07/2026,08:55:27,Handicap,TOR Raptors (Kadzima) (+3.5),3.5,,,,,1.833,None-None,64-66,Green,0.833,12224504
,B-EBASKBAT4X5,yangrainmaker x CHIEFKEEF,yangrainmaker,OKC Thunder,CHIEFKEEF,CHI Bulls,14/07/2026,08:55:27,Handicap,OKC Thunder (yangrainmaker) (+10.5),10.5,,,,,1.833,None-None,64-75,Red,-1.0,12224506
,B-EBASKBAT4X5,lucker x Lalkoff,lucker,MIA Heat,Lalkoff,DET Pistons,14/07/2026,08:55:27,Handicap,DET Pistons (Lalkoff) (+2.5),2.5,,,,,1.833,None-None,80-78,Green,0.833,12224505
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,14/07/2026,10:55:42,Handicap,DET Pistons (Lalkoff) (+3.5),3.5,,,,,1.833,None-None,63-82,Red,-1.0,12224911
,B-EBASKBAT4X5,CHIEFKEEF x lucker,CHIEFKEEF,CHI Bulls,lucker,MIA Heat,14/07/2026,10:55:42,Handicap,MIA Heat (lucker) (+6.5),6.5,,,,,1.833,None-None,80-78,Green,0.833,12224908
,B-EBASKBAT4X5,Pakapaka x Djoks,Pakapaka,PHI 76ers,Djoks,TOR Raptors,14/07/2026,11:33:20,Handicap,PHI 76ers (Pakapaka) (+2.5),2.5,,,,,1.833,None-None,54-62,Red,-1.0,12224988
,B-EBASKBAT4X5,Jovke x Koja,Jovke,POR T Blazers,Koja,NO Pelicans,14/07/2026,10:55:42,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,67-57,Red,-1.0,12224954
,B-EBASKBAT4X5,Koja x Pakapaka,Koja,NO Pelicans,Pakapaka,PHI 76ers,14/07/2026,12:07:54,Handicap,NO Pelicans (Koja) (+2.5),2.5,,,,,1.833,None-None,59-74,Red,-1.0,12225139
,B-EBASKBAT4X5,Djoks x Lucashin,Djoks,TOR Raptors,Lucashin,SAC Kings,14/07/2026,12:07:54,Handicap,TOR Raptors (Djoks) (+2.5),2.5,,,,,1.833,None-None,64-65,Green,0.833,12225140
,B-EBASKBAT4X5,Lucashin x Koja,Lucashin,SAC Kings,Koja,NO Pelicans,14/07/2026,12:07:54,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,58-47,Red,-1.0,12225141
,B-EBASKBAT4X5,Pakapaka x Jovke,Pakapaka,PHI 76ers,Jovke,POR T Blazers,14/07/2026,12:07:24,Handicap,PHI 76ers (Pakapaka) (+3.5),3.5,,,,,1.833,None-None,62-72,Red,-1.0,12225142
,B-EBASKBAT4X5,Koja x Djoks,Koja,NO Pelicans,Djoks,TOR Raptors,14/07/2026,12:07:54,Handicap,NO Pelicans (Koja) (+2.5),2.5,,,,,1.833,None-None,49-63,Red,-1.0,12225144
,B-EBASKBAT4X5,Jovke x Lucashin,Jovke,POR T Blazers,Lucashin,SAC Kings,14/07/2026,12:07:54,Handicap,POR T Blazers (Jovke) (+1.5),1.5,,,,,1.833,None-None,62-65,Red,-1.0,12225143
,B-EBASKBAT4X5,Djoks x Jovke,Djoks,TOR Raptors,Jovke,POR T Blazers,14/07/2026,14:52:04,Handicap,TOR Raptors (Djoks) (+1.5),1.5,,,,,1.833,None-None,57-71,Red,-1.0,12225582
,B-EBASKBAT4X5,Lucashin x Pakapaka,Lucashin,SAC Kings,Pakapaka,PHI 76ers,14/07/2026,14:54:11,Handicap,PHI 76ers (Pakapaka) (+4.5),4.5,,,,,1.833,None-None,71-64,Red,-1.0,12225583
,B-EBASKBAT4X5,Djoks x Pakapaka,Djoks,TOR Raptors,Pakapaka,PHI 76ers,14/07/2026,14:52:04,Handicap,PHI 76ers (Pakapaka) (+4.5),4.5,,,,,1.833,None-None,55-43,Red,-1.0,12225584
,B-EBASKBAT4X5,Koja x Jovke,Koja,NO Pelicans,Jovke,POR T Blazers,14/07/2026,14:52:04,Handicap,NO Pelicans (Koja) (+6.5),6.5,,,,,1.833,None-None,55-60,Green,0.833,12225585
,B-EBASKBAT4X5,Pakapaka x Koja,Pakapaka,PHI 76ers,Koja,NO Pelicans,14/07/2026,16:02:26,Handicap,NO Pelicans (Koja) (+5.5),5.5,,,,,1.833,None-None,52-50,Green,0.833,12225963
,B-EBASKBAT4X5,Lucashin x Djoks,Lucashin,SAC Kings,Djoks,TOR Raptors,14/07/2026,16:02:26,Handicap,TOR Raptors (Djoks) (+3.5),3.5,,,,,1.833,None-None,74-73,Green,0.833,12225964
,B-EBASKBAT4X5,Koja x Lucashin,Koja,NO Pelicans,Lucashin,SAC Kings,14/07/2026,16:02:26,Handicap,NO Pelicans (Koja) (+9.5),9.5,,,,,1.833,None-None,65-61,Green,0.833,12225965
,B-EBASKBAT4X5,Jovke x Pakapaka,Jovke,POR T Blazers,Pakapaka,PHI 76ers,14/07/2026,16:02:26,Handicap,PHI 76ers (Pakapaka) (+4.5),4.5,,,,,1.833,None-None,69-66,Green,0.833,12225966
,B-EBASKBAT4X5,Lucashin x Jovke,Lucashin,SAC Kings,Jovke,POR T Blazers,14/07/2026,16:02:26,Handicap,POR T Blazers (Jovke) (+1.5),1.5,,,,,1.833,None-None,85-66,Red,-1.0,12225967
,B-EBASKBAT4X5,Djoks x Koja,Djoks,TOR Raptors,Koja,NO Pelicans,14/07/2026,16:02:26,Handicap,NO Pelicans (Koja) (+6.5),6.5,,,,,1.833,None-None,73-57,Red,-1.0,12225968
,B-EBASKBAT4X5,Pakapaka x Lucashin,Pakapaka,PHI 76ers,Lucashin,SAC Kings,14/07/2026,16:49:45,Handicap,PHI 76ers (Pakapaka) (+5.5),5.5,,,,,1.833,None-None,49-73,Red,-1.0,12226126
,B-EBASKBAT4X5,Jovke x Djoks,Jovke,POR T Blazers,Djoks,TOR Raptors,14/07/2026,16:49:45,Handicap,TOR Raptors (Djoks) (+2.5),2.5,,,,,1.833,None-None,56-54,Green,0.833,12226125
,B-EBASKBAT4X5,Pakapaka x Djoks,Pakapaka,PHI 76ers,Djoks,TOR Raptors,14/07/2026,17:51:19,Handicap,PHI 76ers (Pakapaka) (+6.5),6.5,,,,,1.833,None-None,52-63,Red,-1.0,12226200
,B-EBASKBAT4X5,Jovke x Koja,Jovke,POR T Blazers,Koja,NO Pelicans,14/07/2026,17:51:19,Handicap,NO Pelicans (Koja) (+6.5),6.5,,,,,1.833,None-None,60-62,Green,0.833,12226201
,B-EBASKBAT4X5,Koja x Pakapaka,Koja,NO Pelicans,Pakapaka,PHI 76ers,14/07/2026,19:28:28,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,75-70,Green,0.833,12226826
,B-EBASKBAT4X5,Djoks x Lucashin,Djoks,TOR Raptors,Lucashin,SAC Kings,14/07/2026,19:28:28,Handicap,TOR Raptors (Djoks) (+2.5),2.5,,,,,1.833,None-None,64-59,Green,0.833,12226827
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,15/07/2026,04:11:37,Handicap,OKC Thunder (yangrainmaker) (+7.5),7.5,,,,,1.833,None-None,57-92,Red,-1.0,12228997
,B-EBASKBAT4X5,Kadzima x lucker,Kadzima,TOR Raptors,lucker,MIA Heat,15/07/2026,04:11:37,Handicap,TOR Raptors (Kadzima) (+2.5),2.5,,,,,1.833,None-None,67-82,Red,-1.0,12228998
,B-EBASKBAT4X5,Barmaley x The_Professor,Barmaley,MIN Timberwolves,The_Professor,SAC Kings,15/07/2026,04:35:13,Handicap,MIN Timberwolves (Barmaley) (+1.5),1.5,,,,,1.833,None-None,89-63,Green,0.833,12229233
,B-EBASKBAT4X5,lucker x yangrainmaker,lucker,MIA Heat,yangrainmaker,OKC Thunder,15/07/2026,04:35:13,Handicap,OKC Thunder (yangrainmaker) (+2.5),2.5,,,,,1.833,None-None,71-72,Green,0.833,12229232
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,15/07/2026,05:45:39,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,,,,,1.833,None-None,63-69,Red,-1.0,12229332
,B-EBASKBAT4X5,The_Professor x lucker,The_Professor,SAC Kings,lucker,MIA Heat,15/07/2026,05:45:39,Handicap,MIA Heat (lucker) (+3.5),3.5,,,,,1.833,None-None,66-65,Green,0.833,12229331
,B-EBASKBAT4X5,Kadzima x The_Professor,Kadzima,TOR Raptors,The_Professor,SAC Kings,15/07/2026,05:45:39,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,,,,,1.833,None-None,59-73,Red,-1.0,12229359
,B-EBASKBAT4X5,lucker x Barmaley,lucker,MIA Heat,Barmaley,MIN Timberwolves,15/07/2026,05:45:39,Handicap,MIA Heat (lucker) (+2.5),2.5,,,,,1.833,None-None,71-67,Green,0.833,12229360
,B-EBASKBAT4X5,Barmaley x Kadzima,Barmaley,MIN Timberwolves,Kadzima,TOR Raptors,15/07/2026,06:21:03,Handicap,TOR Raptors (Kadzima) (+7.5),7.5,,,,,1.833,None-None,61-80,Green,0.833,12229466
,B-EBASKBAT4X5,lucker x Kadzima,lucker,MIA Heat,Kadzima,TOR Raptors,15/07/2026,06:59:13,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,,,,,1.833,None-None,63-49,Red,-1.0,12229551
,B-EBASKBAT4X5,The_Professor x Barmaley,The_Professor,SAC Kings,Barmaley,MIN Timberwolves,15/07/2026,07:44:50,Handicap,SAC Kings (The_Professor) (+1.5),1.5,,,,,1.833,None-None,81-79,Green,0.833,12229619
,B-EBASKBAT4X5,lucker x The_Professor,lucker,MIA Heat,The_Professor,SAC Kings,15/07/2026,08:22:01,Handicap,MIA Heat (lucker) (+2.5),2.5,,,,,2.0,None-None,58-84,Red,-1.0,12229688
,B-EBASKBAT4X5,The_Professor x Kadzima,The_Professor,SAC Kings,Kadzima,TOR Raptors,15/07/2026,08:23:04,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,,,,,1.952,None-None,57-63,Green,0.952,12229720
,B-EBASKBAT4X5,Barmaley x lucker,Barmaley,MIN Timberwolves,lucker,MIA Heat,15/07/2026,08:23:04,Handicap,MIA Heat (lucker) (+2.5),2.5,,,,,1.833,None-None,58-73,Green,0.833,12229721
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,15/07/2026,09:31:43,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,,,,,1.833,None-None,55-63,Red,-1.0,12229929
,B-EBASKBAT4X5,Kadzima x lucker,Kadzima,TOR Raptors,lucker,MIA Heat,15/07/2026,10:05:07,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,,,,,1.952,None-None,62-73,Red,-1.0,12230020
,B-EBASKBAT4X5,Barmaley x The_Professor,Barmaley,MIN Timberwolves,The_Professor,SAC Kings,15/07/2026,09:31:43,Handicap,MIN Timberwolves (Barmaley) (+1.5),1.5,,,,,1.74,None-None,116-113,Green,0.74,12229951
,B-EBASKBAT4X5,Dzojo x veljouni,Dzojo,PHX Suns,veljouni,MIA Heat,15/07/2026,13:09:21,Handicap,MIA Heat (veljouni) (+1.5),1.5,,,,,1.833,0-0,69-66,Red,-1.0,12230855
,B-EBASKBAT4X5,Koja x Bazuka,Koja,NO Pelicans,Bazuka,MIN Timberwolves,15/07/2026,12:32:18,Handicap,MIN Timberwolves (Bazuka) (+4.5),4.5,,,,,1.833,None-None,66-54,Red,-1.0,12230515
,B-EBASKBAT4X5,Bazuka x Dzojo,Bazuka,MIN Timberwolves,Dzojo,PHX Suns,15/07/2026,13:44:33,Handicap,MIN Timberwolves (Bazuka) (+11.5),11.5,,,,,1.833,0-0,59-61,Green,0.833,12230882
,B-EBASKBAT4X5,Djoks x Bazuka,Djoks,TOR Raptors,Bazuka,MIN Timberwolves,15/07/2026,14:14:58,Handicap,MIN Timberwolves (Bazuka) (+8.5),8.5,,,,,1.833,None-None,67-64,Green,0.833,12230883
,B-EBASKBAT4X5,Dzojo x Koja,Dzojo,PHX Suns,Koja,NO Pelicans,15/07/2026,14:14:58,Handicap,NO Pelicans (Koja) (+6.5),6.5,,,,,1.833,None-None,71-77,Green,0.833,12230884
,B-EBASKBAT4X5,Koja x Djoks,Koja,NO Pelicans,Djoks,TOR Raptors,15/07/2026,14:53:57,Handicap,NO Pelicans (Koja) (+4.5),4.5,,,,,1.833,None-None,60-54,Green,0.833,12230885
,B-EBASKBAT4X5,veljouni x Koja,veljouni,MIA Heat,Koja,NO Pelicans,15/07/2026,14:53:57,Handicap,NO Pelicans (Koja) (+2.5),2.5,,,,,1.833,None-None,62-69,Green,0.833,12231572
,B-EBASKBAT4X5,Djoks x Dzojo,Djoks,TOR Raptors,Dzojo,PHX Suns,15/07/2026,14:46:54,Handicap,PHX Suns (Dzojo) (+1.5),1.5,,,,,1.74,None-None,53-66,Green,0.74,12231580
,B-EBASKBAT4X5,Bazuka x Koja,Bazuka,MIN Timberwolves,Koja,NO Pelicans,15/07/2026,14:46:54,Handicap,MIN Timberwolves (Bazuka) (+4.5),4.5,,,,,1.952,None-None,57-53,Green,0.952,12231582
,B-EBASKBAT4X5,veljouni x Dzojo,veljouni,MIA Heat,Dzojo,PHX Suns,15/07/2026,14:46:54,Handicap,MIA Heat (veljouni) (+1.5),1.5,,,,,1.952,None-None,75-84,Red,-1.0,12231581
,B-EBASKBAT4X5,Dzojo x Bazuka,Dzojo,PHX Suns,Bazuka,MIN Timberwolves,15/07/2026,14:46:54,Handicap,MIN Timberwolves (Bazuka) (+8.5),8.5,,,,,1.833,None-None,59-61,Green,0.833,12231583
,B-EBASKBAT4X5,Koja x Dzojo,Koja,NO Pelicans,Dzojo,PHX Suns,15/07/2026,16:53:37,Handicap,NO Pelicans (Koja) (+5.5),5.5,,,,,1.833,None-None,67-82,Red,-1.0,12232162
,B-EBASKBAT4X5,Bazuka x Djoks,Bazuka,MIN Timberwolves,Djoks,TOR Raptors,15/07/2026,16:49:01,Handicap,MIN Timberwolves (Bazuka) (+6.5),6.5,,,,,1.833,None-None,70-66,Green,0.833,12232161
,B-EBASKBAT4X5,Djoks x Koja,Djoks,TOR Raptors,Koja,NO Pelicans,15/07/2026,16:49:01,Handicap,NO Pelicans (Koja) (+3.5),3.5,,,,,1.833,None-None,63-61,Green,0.833,12232163
,B-EBASKBAT4X5,Dzojo x Djoks,Dzojo,PHX Suns,Djoks,TOR Raptors,15/07/2026,16:49:01,Handicap,TOR Raptors (Djoks) (+1.5),1.5,,,,,1.833,None-None,54-69,Green,0.833,12232230
,B-EBASKBAT4X5,Koja x veljouni,Koja,NO Pelicans,veljouni,MIA Heat,15/07/2026,16:49:01,Handicap,NO Pelicans (Koja) (+2.5),2.5,,,,,1.833,None-None,63-47,Green,0.833,12232229
,B-EBASKBAT4X5,Dzojo x veljouni,Dzojo,PHX Suns,veljouni,MIA Heat,15/07/2026,17:43:10,Handicap,MIA Heat (veljouni) (+3.5),3.5,,,,,1.833,None-None,70-74,Green,0.833,12232820
,B-EBASKBAT4X5,Koja x Bazuka,Koja,NO Pelicans,Bazuka,MIN Timberwolves,15/07/2026,17:43:10,Handicap,MIN Timberwolves (Bazuka) (+3.5),3.5,,,,,1.833,None-None,68-61,Red,-1.0,12232821
,B-EBASKBAT4X5,Bazuka x Dzojo,Bazuka,MIN Timberwolves,Dzojo,PHX Suns,15/07/2026,18:13:11,Handicap,MIN Timberwolves (Bazuka) (+5.5),5.5,,,,,1.833,None-None,85-78,Green,0.833,12232835
,B-EBASKBAT4X5,Barmaley x panteraxball,Barmaley,MIN Timberwolves,panteraxball,ORL Magic,16/07/2026,04:27:12,Handicap,MIN Timberwolves (Barmaley) (+4.5),4.5,,,,,1.833,None-None,71-56,Green,0.833,12239223
,B-EBASKBAT4X5,CHIEFKEEF x The_Professor,CHIEFKEEF,CHI Bulls,The_Professor,SAC Kings,16/07/2026,05:14:27,Handicap,SAC Kings (The_Professor) (+2.5),2.5,,,,,1.833,0-0,73-78,Green,0.833,12239582
,B-EBASKBAT4X5,The_Professor x panteraxball,The_Professor,SAC Kings,panteraxball,ORL Magic,16/07/2026,05:49:29,Handicap,ORL Magic (panteraxball) (+5.5),5.5,,,,,1.833,0-0,79-70,Red,-1.0,12239752
,B-EBASKBAT4X5,Barmaley x The_Professor,Barmaley,MIN Timberwolves,The_Professor,SAC Kings,16/07/2026,06:24:09,Handicap,MIN Timberwolves (Barmaley) (+1.5),1.5,,,,,1.833,0-0,70-76,Red,-1.0,12240883
,B-EBASKBAT4X5,panteraxball x CHIEFKEEF,panteraxball,ORL Magic,CHIEFKEEF,CHI Bulls,16/07/2026,06:24:25,Handicap,ORL Magic (panteraxball) (+4.5),4.5,,,,,1.833,0-0,78-90,Red,-1.0,12240884
,B-EBASKBAT4X5,CHIEFKEEF x Barmaley,CHIEFKEEF,CHI Bulls,Barmaley,MIN Timberwolves,16/07/2026,06:59:43,Handicap,CHI Bulls (CHIEFKEEF) (+2.5),2.5,,,,,1.833,0-0,78-69,Green,0.833,12242016
,B-EBASKBAT4X5,panteraxball x Barmaley,panteraxball,ORL Magic,Barmaley,MIN Timberwolves,16/07/2026,07:30:36,Handicap,ORL Magic (panteraxball) (+3.5),3.5,,,,,1.833,None-None,87-61,Green,0.833,12242299
,B-EBASKBAT4X5,The_Professor x CHIEFKEEF,The_Professor,SAC Kings,CHIEFKEEF,CHI Bulls,16/07/2026,08:20:28,Handicap,CHI Bulls (CHIEFKEEF) (+1.5),1.5,,,,,1.952,None-None,59-67,Green,0.952,12242453
,B-EBASKBAT4X5,panteraxball x The_Professor,panteraxball,ORL Magic,The_Professor,SAC Kings,16/07/2026,08:20:28,Handicap,ORL Magic (panteraxball) (+5.5),5.5,,,,,1.833,None-None,70-90,Red,-1.0,12242454
,B-EBASKBAT4X5,The_Professor x Barmaley,The_Professor,SAC Kings,Barmaley,MIN Timberwolves,16/07/2026,08:59:02,Handicap,MIN Timberwolves (Barmaley) (+3.5),3.5,,,,,1.833,None-None,87-85,Green,0.833,12242577
,B-EBASKBAT4X5,CHIEFKEEF x panteraxball,CHIEFKEEF,CHI Bulls,panteraxball,ORL Magic,16/07/2026,08:59:02,Handicap,ORL Magic (panteraxball) (+5.5),5.5,,,,,1.952,None-None,71-72,Green,0.952,12242578
,B-EBASKBAT4X5,Barmaley x CHIEFKEEF,Barmaley,MIN Timberwolves,CHIEFKEEF,CHI Bulls,16/07/2026,08:59:02,Handicap,MIN Timberwolves (Barmaley) (+2.5),2.5,,,,,1.833,None-None,61-81,Red,-1.0,12242597
,B-EBASKBAT4X5,Barmaley x panteraxball,Barmaley,MIN Timberwolves,panteraxball,ORL Magic,16/07/2026,08:59:02,Handicap,MIN Timberwolves (Barmaley) (+2.5),2.5,,,,,1.952,None-None,75-71,Green,0.952,12242598
,B-EBASKBAT4X5,CHIEFKEEF x The_Professor,CHIEFKEEF,CHI Bulls,The_Professor,SAC Kings,16/07/2026,10:54:46,Handicap,SAC Kings (The_Professor) (+3.5),3.5,,,,,1.833,None-None,70-73,Green,0.833,12242986
,B-EBASKBAT4X5,Lucashin x Dzojo,Lucashin,SAC Kings,Dzojo,PHX Suns,16/07/2026,12:05:11,Handicap,PHX Suns (Dzojo) (+3.5),3.5,,,,,1.833,None-None,76-66,Red,-1.0,12243093
,B-EBASKBAT4X5,Pakapaka x Bazuka,Pakapaka,PHI 76ers,Bazuka,MIN Timberwolves,16/07/2026,12:08:20,Handicap,MIN Timberwolves (Bazuka) (+1.5),1.5,,,,,1.833,None-None,58-64,Green,0.833,12243094
,B-EBASKBAT4X5,Bazuka x Lucashin,Bazuka,MIN Timberwolves,Lucashin,SAC Kings,16/07/2026,13:01:42,Handicap,MIN Timberwolves (Bazuka) (+10.5),10.5,,,,,1.833,None-None,57-69,Red,-1.0,12243532
,B-EBASKBAT4X5,Dzojo x veljouni,Dzojo,PHX Suns,veljouni,MIA Heat,16/07/2026,13:01:42,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,64-70,Green,0.833,12243533
,B-EBASKBAT4X5,Lucashin x Pakapaka,Lucashin,SAC Kings,Pakapaka,PHI 76ers,16/07/2026,13:01:42,Handicap,PHI 76ers (Pakapaka) (+3.5),3.5,,,,,1.833,None-None,71-66,Red,-1.0,12243534
,B-EBASKBAT4X5,Pakapaka x veljouni,Pakapaka,PHI 76ers,veljouni,MIA Heat,16/07/2026,14:13:42,Handicap,MIA Heat (veljouni) (+1.5),1.5,,,,,1.833,None-None,68-66,Red,-1.0,12243653
,B-EBASKBAT4X5,Bazuka x Dzojo,Bazuka,MIN Timberwolves,Dzojo,PHX Suns,16/07/2026,14:13:42,Handicap,MIN Timberwolves (Bazuka) (+6.5),6.5,,,,,1.833,None-None,75-77,Green,0.833,12243646
,B-EBASKBAT4X5,Dzojo x Pakapaka,Dzojo,PHX Suns,Pakapaka,PHI 76ers,16/07/2026,14:13:42,Handicap,PHX Suns (Dzojo) (+2.5),2.5,,,,,1.833,None-None,82-56,Green,0.833,12243654
,B-EBASKBAT4X5,veljouni x Lucashin,veljouni,MIA Heat,Lucashin,SAC Kings,16/07/2026,14:13:42,Handicap,MIA Heat (veljouni) (+1.5),1.5,,,,,1.833,None-None,72-64,Green,0.833,12243655
,B-EBASKBAT4X5,Dzojo x Lucashin,Dzojo,PHX Suns,Lucashin,SAC Kings,16/07/2026,15:27:36,Handicap,PHX Suns (Dzojo) (+5.5),5.5,,,,,1.833,None-None,65-69,Green,0.833,12243954
,B-EBASKBAT4X5,Bazuka x Pakapaka,Bazuka,MIN Timberwolves,Pakapaka,PHI 76ers,16/07/2026,15:27:36,Handicap,PHI 76ers (Pakapaka) (+1.5),1.5,,,,,1.833,None-None,72-79,Green,0.833,12243955
,B-EBASKBAT4X5,Lucashin x Bazuka,Lucashin,SAC Kings,Bazuka,MIN Timberwolves,16/07/2026,15:27:36,Handicap,MIN Timberwolves (Bazuka) (+10.5),10.5,,,,,1.833,None-None,61-54,Green,0.833,12243956
,B-EBASKBAT4X5,veljouni x Dzojo,veljouni,MIA Heat,Dzojo,PHX Suns,16/07/2026,15:27:36,Handicap,MIA Heat (veljouni) (+2.5),2.5,,,,,1.833,None-None,75-69,Green,0.833,12243957
