passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,n_alvo,dano_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv
P2,Últ. 10,0.0,0.85,-,,-,0,60,7.5,-,1.67,1.87,favorito,-,-,1639,209,7.84,958,681,58.5,117.53,7.17,0.0,-18.59,-24.42,-51.77,87,125,212,-7.5,-42.65,287,282,569,36.7,1.0,101.9,184.5,44,16,-75.02,1,6.19,86.3,1.834,54.5,3.9,13.6,96.98,1.2,-15.0,-24.03,96.29,10,9,44,1.23,20.74,-5.83,5.55,6.27,17.5,-18.6,469,-36.1,1
P4,Últ. 20,0.0,0.65,-,,-,5,-,4.5,-,-,-,favorito,atropelo>=50,7,436,66,6.61,301,135,69.0,117.53,26.96,1.0,,,0.0,0,0,0,50.3,5.53,9,2,11,3.0,0.0,59.8,127.1,32,8,-33.67,1,6.19,22.9,1.838,54.4,14.6,10.1,20.18,5.8,-7.0,-5.83,50.21,7,2,20,2.81,29.0,19.63,20.84,10.62,26.35,,11,,1
P4,Últ. 10,0.0,0.35,-,,-,0,100,7.5,-,-,-,favorito,atropelo>=31.3,-,812,102,7.96,505,307,62.2,117.53,14.47,0.0,-20.13,-9.2,-4.69,25,26,51,5.71,11.83,119,88,207,65.9,1.0,77.5,96.2,33,14,-52.93,1,6.19,42.7,1.842,54.3,7.9,15.9,31.72,3.7,-13.5,-15.0,44.41,10,7,24,1.74,17.53,10.93,10.4,-1.87,19.55,-6.89,156,-26.44,1
P4,Últ. 50,0.0,0.5,-,,-,10,-,8.5,16.5,-,-,favorito,atropelo>=50,-,325,46,7.07,240,85,73.8,117.53,36.16,,,,0.0,0,0,0,,0.0,0,0,0,3.1,0.0,59.7,100.5,22,7,-32.34,1,6.19,17.1,1.843,54.3,19.6,12.3,14.46,8.1,-9.0,-0.45,41.03,7,1,9,3.58,36.55,34.68,27.49,18.01,36.16,,0,,1
P4,Últ. 10,0.0,0.8,-,,-,0,8,1.5,-,-,-,favorito,atropelo>=31.3,-,834,66,12.64,518,316,62.1,117.53,14.09,1.0,-4.66,9.41,9.98,63,43,106,12.99,51.29,243,152,395,41.0,1.0,93.3,130.5,15,9,-60.52,1,6.19,43.9,1.839,54.4,7.7,12.1,45.17,2.6,-16.0,-29.17,62.18,6,6,27,1.67,14.13,14.07,7.98,-2.25,22.31,-0.23,304,-22.54,1
P4,Últ. 20,0.0,0.4,-,,-,40,-,2.5,12.5,-,-,favorito,atropelo>=50,-,262,46,5.7,206,56,78.6,117.52,44.86,,,,0.0,0,0,0,,0.0,0,0,0,12.2,0.0,43.7,116.1,20,6,-10.63,1,6.19,13.8,1.841,54.3,24.3,7.9,12.2,9.6,-6.43,-2.11,40.07,7,1,9,4.7,43.71,62.48,36.19,26.71,44.86,,0,,1
P4,-,0.0,-,-,,-,0,60,2.5,10.5,-,-,favorito,atropelo>=36.49,6,464,83,5.59,318,146,68.5,117.52,25.33,1.0,6.3,36.78,22.07,45,15,60,29.58,65.07,156,64,220,,,43.3,98.0,25,12,-16.5,1,6.19,24.4,1.83,54.7,13.9,6.5,17.33,6.8,-6.0,-13.0,31.78,8,5,16,3.23,17.27,30.48,20.21,8.99,29.15,19.02,175,-10.12,1
P4,-,0.0,-,-,,-,0,100,3.5,12.5,-,-,favorito,tot_env 15~75,-,987,225,4.39,601,386,60.9,117.51,11.91,1.0,-2.21,1.21,1.45,66,54,120,6.15,19.38,182,133,315,,,39.5,83.8,50,16,-45.99,1,6.18,51.9,1.837,54.4,6.5,7.5,43.49,2.7,-11.0,-16.64,44.57,11,8,20,2.1,20.58,3.42,10.47,11.01,16.05,0.14,257,-15.91,1
P4,Últ. 10,0.0,0.7,-,,-,0,-,8.5,16.5,-,-,favorito,atropelo>=50,5,347,76,4.57,252,95,72.6,117.51,33.86,0.0,,,0.0,0,0,0,-13.92,-2.37,8,9,17,23.1,0.0,42.4,104.2,35,9,-26.51,1,6.18,18.3,1.841,54.3,18.3,11.7,14.76,8.0,-5.0,-3.8,33.24,9,2,14,3.96,36.21,27.65,28.34,17.52,36.32,,13,,1
P3,Últ. 10,0.0,0.45,Todas,<=,0.55,40,100,1.5,16.5,-,-,favorito,-,-,376,39,9.64,268,108,71.3,117.51,31.25,1.0,,,0.0,0,0,0,51.66,17.56,28,6,34,19.3,0.0,75.8,99.2,14,8,-41.77,1,6.18,19.8,1.842,54.3,17.0,9.8,22.0,5.3,-11.0,-10.0,47.08,7,3,22,2.76,29.34,40.77,19.75,13.1,30.75,,7,,1
P4,Últ. 20,0.0,0.55,-,,-,0,-,5.5,10.5,-,-,favorito,atropelo>=50,-,333,64,5.2,245,88,73.6,117.51,35.29,0.0,,,0.0,0,0,0,-42.46,-8.07,6,13,19,17.7,0.0,34.9,105.9,32,8,-18.0,1,6.18,17.5,1.838,54.4,19.2,8.0,13.07,9.0,-11.0,-12.17,41.21,9,2,11,3.73,41.27,18.37,29.06,18.95,40.65,,14,,1
P1,Últ. 50,0.0,0.4,-,,-,40,100,2.5,16.5,-,-,favorito,-,-,399,39,10.23,281,118,70.4,117.51,29.45,1.0,,,0.0,0,0,0,37.72,13.58,27,9,36,6.5,0.0,90.7,107.6,14,8,-44.46,1,6.18,21.0,1.838,54.4,16.0,9.9,22.0,5.3,-11.0,-14.0,42.61,8,2,22,2.52,30.17,26.25,17.95,11.3,29.53,,13,,1
P4,Todas,0.0,0.65,-,,-,0,-,8.5,16.5,-,-,favorito,atropelo>=50,5,347,76,4.57,252,95,72.6,117.51,33.86,0.0,,,0.0,0,0,0,-13.92,-2.37,8,9,17,33.4,1.0,42.4,104.2,35,9,-26.51,1,6.18,18.3,1.841,54.3,18.3,11.7,14.76,8.0,-5.0,-3.8,33.24,9,2,14,3.96,36.21,27.65,28.34,17.52,36.32,,13,,1
P2,Últ. 10,0.0,0.97,-,,-,0,60,3.5,-,1.83,-,favorito,-,-,2011,225,8.94,1149,862,57.1,117.51,5.84,0.0,-2.4,-7.22,-20.95,145,145,290,-0.87,-6.0,370,321,691,26.7,0.0,107.2,187.6,44,16,-76.11,1,6.18,105.8,1.853,54.0,3.2,10.7,109.91,1.1,-12.33,-42.88,88.4,10,9,23,1.25,17.61,-4.82,4.41,4.94,10.97,-7.21,567,-18.17,1
P3,Últ. 10,0.0,0.65,Últ. 20,<=,0.6,40,100,2.5,16.5,-,-,favorito,-,-,447,39,11.46,307,140,68.7,117.51,26.29,1.0,,,0.0,0,0,0,34.42,14.11,30,11,41,15.8,0.0,86.9,109.8,14,9,-51.12,1,6.18,23.5,1.838,54.4,14.3,9.4,24.13,4.9,-14.0,-19.0,42.88,7,3,24,2.42,26.9,23.58,14.79,8.14,26.42,,15,,1
P4,-,0.0,-,-,,-,0,60,6.5,-,-,-,favorito,desloc<=-3,-,1541,201,7.67,901,640,58.5,117.5,7.62,0.0,-9.32,-19.52,-39.43,88,114,202,-9.11,-44.83,243,249,492,,,92.3,166.6,44,16,-69.8,1,6.18,81.1,1.842,54.3,4.2,14.1,111.73,1.1,-13.0,-29.96,82.65,10,9,34,1.32,25.56,-10.2,5.91,6.72,16.49,-17.92,397,-34.4,1
P4,Últ. 10,0.0,0.75,-,,-,0,100,4.5,12.5,-,-,favorito,atropelo>=36.49,-,668,102,6.55,428,240,64.1,117.5,17.59,0.0,-14.85,-0.05,-0.03,36,30,66,9.03,23.2,153,104,257,29.5,0.0,58.3,124.7,29,12,-28.87,1,6.18,35.2,1.835,54.5,9.6,8.6,26.44,4.4,-12.17,-15.0,37.11,7,8,24,2.32,21.03,14.8,13.51,1.25,28.02,-6.99,199,-35.01,1
P4,-,0.0,-,-,,-,0,100,1.5,-,-,-,favorito,tot_env 15~75,-,1602,240,6.67,935,667,58.4,117.5,7.33,0.0,-11.24,-12.88,-26.15,96,107,203,0.25,1.3,281,234,515,,,63.7,133.7,50,16,-70.98,1,6.18,84.3,1.839,54.4,4.0,9.1,68.59,1.7,-11.33,-20.55,72.65,10,9,18,1.51,16.4,-1.64,6.08,6.43,12.36,-6.59,425,-18.95,1
P4,Últ. 10,0.0,0.8,-,,-,0,-,5.5,10.5,-,-,favorito,atropelo>=50,-,366,68,5.38,263,103,71.9,117.5,32.1,0.0,,,0.0,0,0,0,-16.25,-3.9,11,13,24,16.9,0.0,37.3,109.9,34,8,-18.46,1,6.18,19.3,1.837,54.4,17.4,7.9,13.69,8.6,-11.0,-8.8,41.21,9,2,11,3.56,35.51,22.52,26.11,15.76,36.29,,18,,1
P1,Últ. 10,0.0,0.35,-,,-,0,60,7.5,-,-,-,favorito,-,-,1326,183,7.25,784,542,59.1,117.5,8.86,0.0,-14.66,-21.14,-36.79,74,100,174,-9.19,-36.57,196,202,398,64.7,1.0,91.9,157.2,44,16,-61.51,1,6.18,69.8,1.843,54.3,4.9,14.4,72.22,1.6,-15.0,-25.79,80.14,7,12,32,1.4,23.13,-6.48,6.73,7.96,18.06,-20.53,316,-38.58,1
P4,-,0.0,-,-,,-,0,60,1.5,-,-,-,favorito,desloc<=-3,-,1677,205,8.18,975,702,58.1,117.49,7.01,0.0,-6.07,-16.77,-35.73,96,117,213,-9.6,-51.35,263,272,535,,,94.4,174.3,44,16,-73.97,1,6.18,88.3,1.842,54.3,3.8,13.3,126.47,0.9,-13.0,-32.53,89.29,10,9,34,1.25,24.98,-10.7,5.34,6.11,15.19,-16.81,429,-32.0,1
P4,Últ. 50,0.0,0.5,-,,-,0,-,7.5,12.5,-,-,favorito,atropelo>=50,-,323,74,4.36,239,84,74.0,117.49,36.38,0.0,,,0.0,0,0,0,-43.13,-6.9,5,11,16,18.3,0.0,38.5,100.1,34,9,-15.15,1,6.18,17.0,1.841,54.3,19.7,10.0,10.17,11.6,-8.0,-9.17,38.04,9,2,10,4.21,41.42,21.54,30.73,20.04,40.6,,11,,1
P2,Últ. 50,0.0,0.4,-,,-,40,100,1.5,-,1.67,1.87,favorito,-,-,511,39,13.1,343,168,67.1,117.49,22.99,1.0,,,0.0,0,0,0,45.6,22.34,39,10,49,10.6,0.0,107.0,106.4,14,8,-60.6,1,6.18,26.9,1.833,54.6,12.6,12.7,27.0,4.4,-15.0,-15.0,51.4,6,4,27,1.97,25.12,14.35,11.49,4.84,22.53,,16,,1
P4,Últ. 20,0.5,-,-,,-,0,60,2.5,-,-,-,favorito,atropelo>=36.49,-,467,65,7.18,319,148,68.3,117.49,25.16,1.0,4.71,29.57,22.17,53,22,75,21.96,58.41,177,89,266,28.9,0.0,54.6,92.9,21,10,-20.1,1,6.18,24.6,1.832,54.6,13.7,8.2,26.22,4.5,-13.17,-9.01,28.83,8,3,13,2.72,25.79,24.86,18.98,8.82,35.45,13.7,221,-21.75,1
P4,Últ. 20,0.0,0.6,-,,-,5,-,2.5,10.5,-,-,favorito,atropelo>=50,-,419,56,7.48,292,127,69.7,117.48,28.04,1.0,,,0.0,0,0,0,33.04,3.63,8,3,11,15.8,0.0,42.8,136.7,30,8,-17.46,1,6.18,22.1,1.836,54.5,15.2,6.6,14.57,8.1,-11.37,-1.17,49.82,8,1,12,3.32,33.04,5.12,21.34,9.89,27.9,,11,,1
P4,Últ. 10,0.0,0.75,-,,-,0,60,4.5,12.5,-,-,favorito,atropelo>=36.49,-,554,87,6.37,366,188,66.1,117.48,21.21,0.0,-16.85,-0.05,-0.03,36,30,66,11.63,29.2,153,98,251,32.9,1.0,58.3,120.5,25,12,-25.67,1,6.18,29.2,1.836,54.5,11.6,8.5,24.0,4.9,-12.17,-15.0,37.11,8,5,24,2.56,28.15,16.8,16.32,4.87,34.74,-4.1,193,-38.84,1
P4,Últ. 20,0.0,0.5,-,,-,0,-,5.5,10.5,-,-,favorito,atropelo>=50,7,300,64,4.69,227,73,75.7,117.48,39.16,0.0,,,0.0,0,0,0,-27.12,-4.07,6,9,15,39.3,1.0,34.2,98.1,32,8,-12.5,1,6.18,15.8,1.839,54.4,21.3,8.0,9.07,13.0,-7.0,-8.17,40.34,9,2,7,4.16,43.58,25.17,32.93,22.82,43.33,,10,,1
P4,Últ. 50,0.0,0.35,-,,-,5,-,8.5,-,-,-,favorito,atropelo>=50,-,524,53,9.89,348,176,66.4,117.47,22.42,,,,0.0,0,0,0,,2.54,3,0,3,12.6,0.0,85.8,97.5,27,7,-54.47,1,6.18,27.6,1.843,54.3,12.2,16.9,22.17,5.3,-13.0,-0.82,42.51,8,1,16,2.26,24.45,16.27,15.54,4.27,22.06,,3,,1
P1,Últ. 20,0.0,0.45,-,,-,40,100,2.5,16.5,-,-,favorito,-,-,385,39,9.87,273,112,70.9,117.46,30.51,1.0,,,0.0,0,0,0,43.0,15.48,28,8,36,22.1,0.0,77.1,99.9,14,8,-43.64,1,6.18,20.3,1.84,54.3,16.6,9.8,21.0,5.6,-14.0,-10.0,43.88,8,2,21,2.76,30.97,28.41,19.01,12.36,30.41,,11,,1
P4,Últ. 50,0.0,0.55,-,,-,0,-,6.5,16.5,-,-,favorito,atropelo>=50,5,348,78,4.46,253,95,72.7,117.45,33.75,0.0,,,0.0,0,0,0,-13.33,-2.53,9,10,19,9.8,0.0,41.7,107.3,36,9,-24.28,1,6.18,18.3,1.838,54.4,18.3,10.3,11.0,10.7,-5.0,-6.63,38.22,8,3,11,3.81,36.64,25.71,28.34,17.41,37.15,,14,,1
P4,Últ. 10,0.0,0.7,-,,-,5,-,4.5,-,-,-,favorito,atropelo>=50,7,436,66,6.61,301,135,69.0,117.45,26.94,1.0,,,0.0,0,0,0,50.3,5.53,9,2,11,17.2,0.0,59.9,127.1,32,8,-33.67,1,6.18,22.9,1.838,54.4,14.6,10.1,22.13,5.3,-7.0,-7.78,50.21,7,2,21,2.78,28.97,19.63,20.82,10.6,26.33,,11,,1
P4,Últ. 20,0.0,0.4,-,,-,0,-,8.5,16.5,-,-,favorito,atropelo>=50,7,351,67,5.24,254,97,72.4,117.45,33.46,,,,0.0,0,0,0,,-1.63,4,5,9,25.1,0.0,47.0,102.0,34,8,-29.4,1,6.18,18.5,1.844,54.2,18.1,12.5,15.83,7.4,-6.0,-5.69,33.61,7,3,12,3.73,36.92,23.59,27.4,17.12,34.82,,9,,1
P4,Últ. 50,0.0,0.5,-,,-,0,100,4.5,-,-,-,favorito,atropelo>=50,-,714,59,12.1,452,262,63.3,117.44,16.45,0.0,,,0.0,0,0,0,-29.14,-9.03,12,19,31,28.2,0.0,76.9,99.4,23,9,-50.24,1,6.18,37.6,1.84,54.3,9.0,14.2,45.07,2.6,-15.0,-12.13,43.4,9,2,18,1.88,24.91,-2.06,9.92,-1.7,18.81,-48.53,25,-67.34,1
P4,Últ. 50,0.0,0.7,-,,-,5,-,4.5,-,-,-,favorito,atropelo>=50,7,436,66,6.61,301,135,69.0,117.44,26.94,1.0,,,0.0,0,0,0,50.3,5.53,9,2,11,1.6,0.0,59.9,128.5,32,8,-33.67,1,6.18,22.9,1.837,54.4,14.6,10.1,18.0,6.5,-7.0,-5.92,50.21,7,2,18,2.85,28.97,19.63,20.82,10.6,26.33,,11,,1
P4,Últ. 10,0.0,0.3,-,,-,0,100,1.5,-,-,-,favorito,lin_ini -6.5~-2.5,-,1067,104,10.26,643,424,60.3,117.44,11.01,0.0,-14.34,-19.72,-35.9,79,103,182,-9.58,-29.71,152,158,310,86.4,1.0,78.9,121.2,38,16,-67.47,1,6.18,56.2,1.843,54.3,6.0,11.0,55.61,2.1,-15.17,-26.71,68.95,12,7,28,1.55,27.18,-5.38,6.98,-5.33,19.89,-19.76,239,-39.65,1
P4,Últ. 10,0.0,0.35,-,,-,40,-,1.5,16.5,-,-,favorito,atropelo>=50,-,331,45,7.36,243,88,73.4,117.43,35.48,,,,0.0,0,0,0,,0.0,0,0,0,59.8,1.0,46.6,119.8,18,6,-21.71,1,6.18,17.4,1.844,54.2,19.2,9.9,13.46,8.7,-9.0,-3.91,42.1,7,1,11,3.26,33.02,75.9,26.4,17.33,35.48,,0,,1
P4,-,0.0,-,-,,-,0,30,2.5,16.5,-,-,favorito,atropelo>=36.49,-,782,69,11.33,490,292,62.7,117.43,15.02,1.0,-5.1,11.23,11.12,60,39,99,12.23,51.36,257,163,420,,,85.2,115.2,17,11,-29.99,1,6.18,41.2,1.837,54.5,8.2,8.9,38.73,3.0,-18.0,-20.0,51.25,7,6,26,1.87,12.54,16.33,9.08,-1.32,26.72,0.03,343,-26.69,1
P4,Todas,0.0,0.4,-,,-,0,-,2.5,16.5,-,-,favorito,atropelo>=50,5,347,75,4.63,253,94,72.9,117.43,33.84,1.0,,,0.0,0,0,0,34.46,5.17,11,4,15,25.9,0.0,41.3,106.5,35,8,-21.88,1,6.18,18.3,1.836,54.5,18.4,8.6,14.63,8.0,-5.0,-4.0,27.61,8,2,14,3.9,34.57,31.72,28.25,17.5,33.81,,15,,1
P4,Últ. 10,0.0,0.3,-,,-,0,60,2.5,-,-,-,favorito,atropelo>=31.3,-,784,91,8.62,490,294,62.5,117.42,14.98,0.0,-41.45,-41.89,-28.07,21,46,67,-17.32,-42.79,111,136,247,80.1,1.0,78.8,136.9,29,14,-43.15,1,6.18,41.3,1.842,54.3,8.2,13.2,79.59,1.5,-15.0,-27.0,52.28,8,7,27,1.81,33.99,-0.44,10.33,-1.36,28.9,-29.78,186,-58.68,1
P4,Últ. 10,0.0,0.97,-,,-,0,100,4.5,10.5,-,-,favorito,atropelo>=36.49,7,539,92,5.86,358,181,66.4,117.42,21.78,1.0,-8.17,14.4,9.21,40,24,64,17.22,38.74,144,81,225,12.6,0.0,47.9,112.1,29,12,-21.76,1,6.18,28.4,1.834,54.5,11.9,7.5,20.0,5.9,-7.0,-13.0,33.52,9,6,20,2.91,20.72,22.57,17.19,5.44,31.08,2.93,178,-28.15,1
P3,Últ. 50,0.0,0.35,Últ. 20,<=,0.4,30,60,4.5,-,-,-,favorito,-,-,325,30,10.83,241,84,74.2,117.42,36.13,1.0,,,-1.17,1,2,3,15.17,6.52,27,16,43,9.5,0.0,90.8,115.2,12,5,-22.17,1,6.18,17.1,1.841,54.3,19.8,13.5,28.48,4.1,-8.13,-12.13,45.49,7,3,16,2.44,49.14,6.84,20.98,17.98,36.83,,3,,1
P3,Últ. 10,0.0,0.55,Últ. 50,<=,0.45,40,100,1.5,-,-,-,favorito,-,-,524,39,13.44,349,175,66.6,117.42,22.41,1.0,,,0.0,0,0,0,45.34,24.03,42,11,53,19.7,0.0,104.5,104.2,14,9,-61.22,1,6.18,27.6,1.839,54.4,12.2,12.7,29.0,4.0,-15.0,-15.0,57.28,7,3,29,1.98,24.53,13.92,10.91,4.26,21.81,,14,,1
P1,Últ. 10,0.0,0.97,-,,-,0,60,4.5,16.5,-,-,favorito,-,-,1970,225,8.76,1135,835,57.6,117.41,5.96,0.0,-7.53,-11.58,-34.28,142,154,296,-2.01,-14.69,390,341,731,23.1,0.0,99.9,196.1,44,16,-84.62,1,6.18,103.7,1.84,54.4,3.3,9.4,92.21,1.3,-14.0,-43.7,92.99,8,11,25,1.23,18.15,-4.05,4.53,5.06,12.56,-8.59,615,-21.15,1
P4,Últ. 10,0.0,0.75,-,,-,5,-,4.5,-,-,-,favorito,atropelo>=50,7,436,66,6.61,301,135,69.0,117.41,26.93,1.0,,,0.0,0,0,0,50.3,5.53,9,2,11,6.0,0.0,59.8,127.1,32,8,-33.67,1,6.18,22.9,1.837,54.4,14.6,10.1,22.13,5.3,-7.0,-7.78,50.21,7,2,21,2.78,28.97,19.59,20.81,10.59,26.32,,11,,1
P4,Últ. 20,0.0,0.35,-,,-,0,60,6.5,-,-,-,favorito,folga>=13.5,-,1379,187,7.37,813,566,59.0,117.41,8.51,0.0,-14.53,-21.13,-37.19,75,101,176,-8.79,-37.26,210,214,424,50.3,1.0,90.9,152.6,44,16,-62.56,1,6.18,72.6,1.843,54.3,4.7,14.3,75.94,1.5,-13.0,-22.96,77.34,9,10,37,1.42,22.6,-6.6,6.48,7.61,17.74,-19.03,346,-36.77,1
P3,Últ. 10,0.0,0.4,Últ. 20,<=,0.5,0,60,1.5,-,-,-,favorito,-,-,2309,214,10.79,1318,991,57.1,117.41,5.09,0.0,-6.8,-15.42,-48.11,143,169,312,-12.17,-88.01,345,378,723,28.6,0.0,107.1,210.9,44,16,-85.94,1,6.18,121.5,1.843,54.3,2.8,10.3,147.84,0.8,-16.0,-42.09,114.47,10,9,27,1.09,19.53,-8.62,3.52,4.19,12.86,-18.1,580,-30.96,1
P4,Últ. 10,0.0,0.55,-,,-,5,-,9.5,16.5,-,-,favorito,atropelo>=50,-,327,54,6.06,241,86,73.7,117.41,35.91,,,,0.0,0,0,0,,3.37,4,0,4,18.0,0.0,54.1,92.9,29,7,-36.57,1,6.18,17.2,1.843,54.3,19.4,12.9,14.0,8.4,-8.0,1.58,33.57,9,0,14,3.62,35.5,37.47,29.09,17.76,35.31,,4,,1
P4,Últ. 20,0.0,0.3,-,,-,0,100,5.5,-,-,-,favorito,lin_ini -6.5~-2.5,-,855,100,8.55,528,327,61.8,117.4,13.73,0.0,-18.1,-19.88,-29.82,65,85,150,-6.28,-14.94,121,117,238,55.4,1.0,76.3,101.7,37,16,-68.18,1,6.18,45.0,1.843,54.2,7.5,13.2,48.35,2.4,-16.0,-22.0,65.36,11,8,33,1.75,28.09,-1.78,9.61,-2.61,24.13,-22.93,189,-47.06,1
P2,Todas,0.0,0.35,-,,-,0,60,2.5,-,1.67,1.87,favorito,-,-,1863,207,9.0,1080,783,58.0,117.4,6.3,0.0,-12.48,-21.01,-50.43,103,137,240,-9.37,-53.34,281,288,569,60.0,1.0,132.2,200.8,44,16,-94.51,1,6.18,98.1,1.834,54.5,3.5,11.4,115.39,1.0,-16.0,-38.59,101.03,11,8,29,1.17,20.34,-8.53,4.66,5.4,14.39,-18.1,464,-32.49,1
P4,Todas,0.0,0.35,-,,-,10,-,1.5,-,-,-,favorito,atropelo>=50,7,336,53,6.34,246,90,73.2,117.39,34.94,,,,0.0,0,0,0,,0.0,0,0,0,6.2,0.0,59.9,110.9,24,7,-34.34,1,6.18,17.7,1.842,54.3,18.9,10.0,9.0,13.0,-7.0,3.69,36.19,8,0,9,3.56,41.24,7.64,28.06,16.79,34.94,,0,,1
P4,Últ. 10,0.0,0.35,-,,-,40,-,2.5,16.5,-,-,favorito,atropelo>=50,-,318,45,7.07,236,82,74.2,117.39,36.92,,,,0.0,0,0,0,,0.0,0,0,0,60.1,1.0,47.5,115.4,18,6,-19.51,1,6.18,16.7,1.843,54.3,20.0,10.2,11.46,10.2,-9.0,-4.87,42.26,7,1,11,3.37,34.59,75.67,27.84,18.77,36.92,,0,,1
P4,Últ. 10,0.0,0.55,-,,-,5,-,9.5,-,-,-,favorito,atropelo>=50,-,559,57,9.81,367,192,65.7,117.39,21.0,,,,0.0,0,0,0,,3.37,4,0,4,26.7,0.0,83.1,90.4,30,7,-57.57,1,6.18,29.4,1.843,54.3,11.4,17.0,28.95,4.1,-12.0,-3.32,35.05,8,1,16,2.21,24.25,12.22,14.36,2.85,20.55,,4,,1
P4,-,0.0,-,-,,-,0,60,6.5,-,-,-,favorito,atropelo>=36.49,7,548,87,6.3,362,186,66.1,117.39,21.42,0.0,-17.87,-6.3,-3.59,29,28,57,5.72,13.51,136,100,236,,,50.6,111.7,25,12,-27.26,1,6.18,28.8,1.838,54.4,11.7,10.3,27.85,4.2,-7.0,-13.32,33.4,8,5,19,2.61,34.85,11.57,16.54,5.08,36.72,-7.63,189,-44.35,1
P3,Todas,0.0,0.65,Últ. 20,<=,0.65,40,100,2.5,16.5,-,-,favorito,-,-,471,39,12.08,320,151,67.9,117.38,24.92,1.0,,,0.0,0,0,0,35.83,16.48,34,12,46,2.5,0.0,87.7,110.5,14,9,-44.72,1,6.18,24.8,1.838,54.4,13.5,9.2,27.0,4.3,-14.0,-17.4,43.88,7,3,27,2.4,25.24,23.52,13.42,6.77,24.75,28.7,20,3.95,1
P4,-,0.0,-,-,,-,5,-,9.5,-,-,-,favorito,atropelo>=50,7,360,59,6.1,259,101,71.9,117.38,32.6,,,,0.0,0,0,0,,5.9,7,0,7,,,57.9,99.9,30,7,-44.55,1,6.18,18.9,1.842,54.3,17.6,13.3,15.1,7.8,-7.0,1.15,32.81,9,0,15,3.29,32.03,34.66,26.08,14.45,31.58,,7,,1
P4,Últ. 20,0.0,0.5,-,,-,0,-,3.5,12.5,-,-,favorito,atropelo>=50,6,379,79,4.8,270,109,71.2,117.35,30.96,0.0,,,0.0,0,0,0,-8.67,-1.73,10,10,20,43.5,1.0,39.3,106.5,36,9,-17.77,1,6.18,19.9,1.837,54.4,16.8,7.7,12.88,9.1,-6.0,-4.83,39.61,8,3,10,3.71,32.82,25.09,25.61,14.62,33.47,,14,,1
P4,Todas,0.0,0.5,-,,-,10,-,5.5,12.5,-,-,favorito,atropelo>=50,-,332,51,6.51,244,88,73.5,117.35,35.35,,,,0.0,0,0,0,,0.0,0,0,0,1.2,0.0,48.6,114.9,24,7,-17.41,1,6.18,17.5,1.84,54.4,19.1,8.9,13.0,9.0,-9.0,-2.95,49.49,7,1,13,3.63,40.4,9.35,28.35,17.2,35.35,,0,,1
P3,Últ. 10,0.0,0.65,Últ. 20,<=,0.55,40,100,1.5,-,-,-,favorito,-,-,592,39,15.18,386,206,65.2,117.35,19.82,1.0,,,0.0,0,0,0,37.69,22.61,45,15,60,18.3,0.0,104.6,113.5,14,9,-64.45,1,6.18,31.2,1.839,54.4,10.8,11.8,30.3,3.9,-15.0,-20.0,56.22,6,4,29,1.91,21.83,11.92,8.32,1.67,19.43,,18,,1
P2,Últ. 10,0.0,0.85,-,,-,0,8,3.5,-,1.67,1.87,favorito,-,-,957,86,11.13,586,371,61.2,117.35,12.26,1.0,-3.89,12.2,10.98,55,35,90,14.44,50.39,218,131,349,38.5,1.0,88.9,120.6,20,12,-67.35,1,6.18,50.4,1.834,54.5,6.7,12.0,69.55,1.7,-18.0,-22.34,72.0,7,7,29,1.55,9.04,16.09,7.32,-4.08,17.22,-0.22,272,-17.43,1
P4,Últ. 10,0.0,0.55,-,,-,0,-,5.5,16.5,-,-,favorito,atropelo>=50,5,359,79,4.54,259,100,72.1,117.35,32.69,0.0,,,0.0,0,0,0,-8.5,-1.7,10,10,20,31.5,1.0,42.4,103.9,36,9,-23.83,1,6.18,18.9,1.838,54.4,17.8,9.8,15.17,7.7,-5.0,-5.8,35.35,8,3,15,3.61,34.55,27.53,27.33,16.35,35.8,,15,,1
P4,Todas,0.5,-,-,,-,0,60,1.5,16.5,-,-,favorito,atropelo>=36.49,-,462,72,6.42,316,146,68.4,117.35,25.4,1.0,9.04,38.69,31.73,62,20,82,25.28,71.03,192,89,281,54.5,1.0,56.3,81.7,24,11,-13.1,1,6.18,24.3,1.834,54.5,13.9,7.1,25.42,4.6,-12.33,-7.34,31.73,8,5,15,2.75,14.99,29.65,19.64,9.06,33.18,17.89,235,-15.29,1
P4,-,0.0,-,-,,-,0,60,1.5,6.5,-,-,favorito,atropelo>=36.49,5,322,74,4.35,240,82,74.5,117.34,36.44,1.0,32.04,79.46,39.73,49,1,50,54.64,83.6,129,24,153,,,36.9,66.5,24,12,-7.51,1,6.18,16.9,1.833,54.5,20.0,4.2,12.0,9.8,-5.0,-7.0,39.73,9,4,12,4.74,18.44,47.42,30.79,20.1,27.76,49.94,126,22.17,1
