Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Últ. 10,Qtd Últ. 10,Todas,Qtd Todas,Últ. 20,Qtd Últ. 20,Últ. 30,Qtd Últ. 30,Últ. 50,Qtd Últ. 50,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,B-EBASKBAT4X5,Barmaley x Lalkoff,Barmaley,MIN Timberwolves,Lalkoff,DET Pistons,26/07/2026,09:54:17,Handicap,DET Pistons (Lalkoff) (+5.5),5.5,0.5,10,0.5588235294117647,68,0.4,20,0.5333333333333333,30,0.56,50,1.869,44-43,73-71,Green,0.869,12304509
,B-EBASKBAT4X5,Barmaley x Lalkoff,Barmaley,MIN Timberwolves,Lalkoff,DET Pistons,26/07/2026,09:57:05,Handicap,DET Pistons (Lalkoff) (+4.5),4.5,0.5,10,0.5441176470588235,68,0.4,20,0.5333333333333333,30,0.54,50,1.833,55-54,73-71,Green,0.833,12304509
,B-EBASKBAT4X5,Barmaley x Lalkoff,Barmaley,MIN Timberwolves,Lalkoff,DET Pistons,26/07/2026,09:59:00,Handicap,DET Pistons (Lalkoff) (+1.5),1.5,0.3,10,0.47058823529411764,68,0.25,20,0.43333333333333335,30,0.46,50,1.952,59-61,73-71,Red,-1.0,12304509
,B-EBASKBAT4X5,Barmaley x Lalkoff,Barmaley,MIN Timberwolves,Lalkoff,DET Pistons,26/07/2026,09:59:29,Handicap,MIN Timberwolves (Barmaley) (+1.5),1.5,0.7,10,0.5735294117647058,68,0.75,20,0.6,30,0.6,50,1.74,59-63,73-71,Green,0.74,12304509
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:49:44,Handicap,TOR Raptors (Kadzima) (+3.5),3.5,0.3,10,0.6789587852494577,461,0.4,20,0.43333333333333335,30,0.42,50,1.833,0-0,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:51:08,Handicap,TOR Raptors (Kadzima) (+2.5),2.5,0.1,10,0.6399132321041214,461,0.25,20,0.3,30,0.3,50,1.8,4-2,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:51:35,Handicap,TOR Raptors (Kadzima) (+1.5),1.5,0.1,10,0.6030368763557483,461,0.25,20,0.3,30,0.26,50,1.833,7-4,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:52:00,Handicap,TOR Raptors (Kadzima) (+4.5),4.5,0.3,10,0.7071583514099783,461,0.45,20,0.4666666666666667,30,0.44,50,1.833,7-9,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:57:15,Handicap,TOR Raptors (Kadzima) (+5.5),5.5,0.3,10,0.7396963123644251,461,0.5,20,0.5,30,0.48,50,1.833,19-23,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:57:29,Handicap,TOR Raptors (Kadzima) (+7.5),7.5,0.4,10,0.789587852494577,461,0.55,20,0.5666666666666667,30,0.58,50,1.8,19-25,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:58:01,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,0.4,10,0.806941431670282,461,0.55,20,0.6,30,0.6,50,1.8,19-25,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:58:19,Handicap,TOR Raptors (Kadzima) (+9.5),9.5,0.4,10,0.8199566160520607,461,0.55,20,0.6333333333333333,30,0.64,50,1.833,19-28,71-80,Green,0.833,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,09:58:50,Handicap,TOR Raptors (Kadzima) (+10.5),10.5,0.4,10,0.8329718004338394,461,0.55,20,0.6333333333333333,30,0.66,50,1.8,21-30,71-80,Green,0.8,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,10:02:03,Handicap,TOR Raptors (Kadzima) (+12.5),12.5,0.5,10,0.8720173535791758,461,0.6,20,0.6666666666666666,30,0.7,50,1.8,30-42,71-80,Green,0.8,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,10:04:39,Handicap,TOR Raptors (Kadzima) (+11.5),11.5,0.4,10,0.8503253796095445,461,0.55,20,0.6333333333333333,30,0.68,50,1.869,34-46,71-80,Green,0.869,12304520
,B-EBASKBAT4X5,Kadzima x panteraxball,Kadzima,TOR Raptors,panteraxball,ORL Magic,26/07/2026,10:08:29,Handicap,TOR Raptors (Kadzima) (+6.5),6.5,0.3,10,0.7592190889370932,461,0.5,20,0.5,30,0.5,50,1.952,49-55,71-80,Red,-1.0,12304520
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:19:44,Handicap,OKC Thunder (yangrainmaker) (+12.5),12.5,0.7,10,0.8198757763975155,161,0.7,20,0.7666666666666667,30,0.82,50,1.833,None-None,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:25:28,Handicap,OKC Thunder (yangrainmaker) (+13.5),13.5,0.7,10,0.8322981366459627,161,0.7,20,0.7666666666666667,30,0.82,50,1.833,0-2,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:26:22,Handicap,OKC Thunder (yangrainmaker) (+10.5),10.5,0.7,10,0.782608695652174,161,0.7,20,0.7333333333333333,30,0.8,50,1.833,4-2,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:26:41,Handicap,OKC Thunder (yangrainmaker) (+11.5),11.5,0.7,10,0.8012422360248447,161,0.7,20,0.7666666666666667,30,0.82,50,1.833,4-4,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:27:31,Handicap,OKC Thunder (yangrainmaker) (+9.5),9.5,0.6,10,0.7453416149068323,161,0.65,20,0.7,30,0.76,50,1.833,8-6,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:29:42,Handicap,OKC Thunder (yangrainmaker) (+14.5),14.5,0.7,10,0.8509316770186336,161,0.7,20,0.7666666666666667,30,0.82,50,1.833,12-18,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:34:11,Handicap,OKC Thunder (yangrainmaker) (+15.5),15.5,0.7,10,0.8819875776397516,161,0.75,20,0.8333333333333334,30,0.86,50,1.8,24-33,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:36:24,Handicap,OKC Thunder (yangrainmaker) (+8.5),8.5,0.6,10,0.7204968944099379,161,0.65,20,0.7,30,0.76,50,1.869,34-37,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:43:07,Handicap,OKC Thunder (yangrainmaker) (+7.5),7.5,0.6,10,0.6894409937888198,161,0.65,20,0.7,30,0.72,50,1.8,51-54,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:44:38,Handicap,OKC Thunder (yangrainmaker) (+6.5),6.5,0.6,10,0.639751552795031,161,0.55,20,0.6,30,0.62,50,1.833,58-61,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:49:01,Handicap,OKC Thunder (yangrainmaker) (+17.5),17.5,0.7,10,0.9130434782608695,161,0.75,20,0.8333333333333334,30,0.86,50,1.74,66-83,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,yangrainmaker x Barmaley,yangrainmaker,OKC Thunder,Barmaley,MIN Timberwolves,26/07/2026,10:49:04,Handicap,OKC Thunder (yangrainmaker) (+18.5),18.5,0.7,10,0.9130434782608695,161,0.75,20,0.8333333333333334,30,0.86,50,1.74,66-83,73-95,Red,-1.0,12304597
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:19:44,Handicap,DET Pistons (Lalkoff) (+5.5),5.5,0.4,10,0.5126050420168067,714,0.55,20,0.43333333333333335,30,0.3,50,1.833,None-None,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:25:35,Handicap,DET Pistons (Lalkoff) (+6.5),6.5,0.4,10,0.5406162464985994,714,0.55,20,0.43333333333333335,30,0.3,50,1.869,0-2,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:28:28,Handicap,DET Pistons (Lalkoff) (+4.5),4.5,0.4,10,0.47619047619047616,714,0.55,20,0.4,30,0.28,50,1.869,8-8,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:29:04,Handicap,DET Pistons (Lalkoff) (+3.5),3.5,0.4,10,0.4327731092436975,714,0.45,20,0.3333333333333333,30,0.24,50,1.8,10-8,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:29:54,Handicap,DET Pistons (Lalkoff) (+2.5),2.5,0.3,10,0.3865546218487395,714,0.3,20,0.23333333333333334,30,0.18,50,1.833,14-11,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:31:30,Handicap,DET Pistons (Lalkoff) (+1.5),1.5,0.2,10,0.35714285714285715,714,0.2,20,0.13333333333333333,30,0.12,50,1.869,18-15,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:34:52,Handicap,DET Pistons (Lalkoff) (+7.5),7.5,0.4,10,0.5672268907563025,714,0.55,20,0.4666666666666667,30,0.36,50,1.8,20-25,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:35:37,Handicap,DET Pistons (Lalkoff) (+8.5),8.5,0.5,10,0.6148459383753502,714,0.65,20,0.5666666666666667,30,0.5,50,1.833,20-27,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:36:47,Handicap,DET Pistons (Lalkoff) (+9.5),9.5,0.5,10,0.6512605042016807,714,0.65,20,0.6333333333333333,30,0.54,50,1.8,22-29,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:37:03,Handicap,DET Pistons (Lalkoff) (+10.5),10.5,0.7,10,0.6820728291316527,714,0.75,20,0.7,30,0.6,50,1.833,22-31,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:40:50,Handicap,DET Pistons (Lalkoff) (+12.5),12.5,0.7,10,0.7408963585434174,714,0.75,20,0.7,30,0.64,50,1.8,24-35,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:41:17,Handicap,DET Pistons (Lalkoff) (+11.5),11.5,0.7,10,0.7156862745098039,714,0.75,20,0.7,30,0.62,50,1.869,26-37,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:42:53,Handicap,DET Pistons (Lalkoff) (+13.5),13.5,0.8,10,0.7843137254901961,714,0.8,20,0.7333333333333333,30,0.66,50,1.833,32-45,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:43:32,Handicap,DET Pistons (Lalkoff) (+14.5),14.5,0.8,10,0.8249299719887955,714,0.8,20,0.7333333333333333,30,0.68,50,1.833,33-47,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:43:46,Handicap,DET Pistons (Lalkoff) (+15.5),15.5,0.9,10,0.8529411764705882,714,0.85,20,0.7666666666666667,30,0.7,50,1.833,33-47,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:44:11,Handicap,DET Pistons (Lalkoff) (+16.5),16.5,0.9,10,0.8781512605042017,714,0.9,20,0.8333333333333334,30,0.76,50,1.8,33-49,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:47:00,Handicap,DET Pistons (Lalkoff) (+17.5),17.5,0.9,10,0.9019607843137255,714,0.9,20,0.8333333333333334,30,0.76,50,1.8,43-60,50-68,Red,-1.0,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:48:12,Handicap,DET Pistons (Lalkoff) (+18.5),18.5,0.9,10,0.9243697478991597,714,0.9,20,0.8333333333333334,30,0.76,50,1.8,45-64,50-68,Green,0.8,12304596
,B-EBASKBAT4X5,Lalkoff x Kadzima,Lalkoff,DET Pistons,Kadzima,TOR Raptors,26/07/2026,10:48:43,Handicap,DET Pistons (Lalkoff) (+19.5),19.5,1.0,10,0.9453781512605042,714,0.95,20,0.9,30,0.82,50,1.74,45-64,50-68,Green,0.74,12304596
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,10:59:58,Handicap,TOR Raptors (Kadzima) (+1.5),1.5,0.6,10,0.68561872909699,299,0.45,20,0.4666666666666667,30,0.6,50,1.833,0-0,61-80,Green,0.833,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:00:29,Handicap,OKC Thunder (yangrainmaker) (+1.5),1.5,0.5,10,0.36454849498327757,299,0.6,20,0.6,30,0.46,50,1.8,0-2,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:01:23,Handicap,OKC Thunder (yangrainmaker) (+3.5),3.5,0.6,10,0.42474916387959866,299,0.7,20,0.6666666666666666,30,0.58,50,1.8,0-5,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:02:16,Handicap,OKC Thunder (yangrainmaker) (+4.5),4.5,0.6,10,0.46153846153846156,299,0.7,20,0.6666666666666666,30,0.58,50,1.833,2-9,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:03:09,Handicap,OKC Thunder (yangrainmaker) (+6.5),6.5,0.7,10,0.5183946488294314,299,0.75,20,0.7333333333333333,30,0.68,50,1.833,4-13,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:03:26,Handicap,OKC Thunder (yangrainmaker) (+8.5),8.5,0.7,10,0.5819397993311036,299,0.75,20,0.7333333333333333,30,0.74,50,1.8,4-15,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:04:22,Handicap,OKC Thunder (yangrainmaker) (+10.5),10.5,0.8,10,0.6387959866220736,299,0.8,20,0.8,30,0.78,50,1.8,6-19,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:05:35,Handicap,OKC Thunder (yangrainmaker) (+12.5),12.5,1.0,10,0.705685618729097,299,0.9,20,0.9333333333333333,30,0.86,50,1.8,10-25,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:06:17,Handicap,OKC Thunder (yangrainmaker) (+9.5),9.5,0.8,10,0.6120401337792643,299,0.8,20,0.7666666666666667,30,0.76,50,1.833,13-25,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:06:42,Handicap,OKC Thunder (yangrainmaker) (+11.5),11.5,0.9,10,0.6789297658862876,299,0.85,20,0.9,30,0.84,50,1.833,13-27,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:07:27,Handicap,OKC Thunder (yangrainmaker) (+13.5),13.5,1.0,10,0.7357859531772575,299,0.95,20,0.9666666666666667,30,0.88,50,1.833,13-29,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:10:07,Handicap,OKC Thunder (yangrainmaker) (+15.5),15.5,1.0,10,0.802675585284281,299,0.95,20,0.9666666666666667,30,0.88,50,1.833,20-38,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:10:27,Handicap,OKC Thunder (yangrainmaker) (+16.5),16.5,1.0,10,0.8260869565217391,299,0.95,20,0.9666666666666667,30,0.94,50,1.8,20-38,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:10:41,Handicap,OKC Thunder (yangrainmaker) (+17.5),17.5,1.0,10,0.842809364548495,299,0.95,20,0.9666666666666667,30,0.94,50,1.833,20-40,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:10:51,Handicap,OKC Thunder (yangrainmaker) (+18.5),18.5,1.0,10,0.862876254180602,299,0.95,20,0.9666666666666667,30,0.94,50,1.833,20-40,61-80,Red,-1.0,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:11:05,Handicap,OKC Thunder (yangrainmaker) (+19.5),19.5,1.0,10,0.9063545150501672,299,1.0,20,1.0,30,0.96,50,1.869,20-42,61-80,Green,0.869,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:12:13,Handicap,OKC Thunder (yangrainmaker) (+20.5),20.5,1.0,10,0.9230769230769231,299,1.0,20,1.0,30,0.98,50,1.8,24-46,61-80,Green,0.8,12304805
,B-EBASKBAT4X5,yangrainmaker x Kadzima,yangrainmaker,OKC Thunder,Kadzima,TOR Raptors,26/07/2026,11:18:06,Handicap,OKC Thunder (yangrainmaker) (+21.5),21.5,1.0,10,0.9464882943143813,299,1.0,20,1.0,30,0.98,50,1.833,33-56,61-80,Green,0.833,12304805
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,10:19:44,Handicap,DET Pistons (Lalkoff) (+8.5),8.5,0.9,10,0.7334963325183375,818,0.85,20,0.8666666666666667,30,0.72,50,1.833,None-None,63-69,Green,0.833,12304598
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,11:00:38,Handicap,DET Pistons (Lalkoff) (+9.5),9.5,0.9,10,0.7628361858190709,818,0.85,20,0.9,30,0.76,50,1.833,0-2,63-69,Green,0.833,12304598
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,11:01:53,Handicap,DET Pistons (Lalkoff) (+10.5),10.5,0.9,10,0.7970660146699267,818,0.85,20,0.9,30,0.76,50,1.833,5-9,63-69,Green,0.833,12304598
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,11:02:19,Handicap,DET Pistons (Lalkoff) (+12.5),12.5,0.9,10,0.8471882640586798,818,0.85,20,0.9,30,0.78,50,1.8,5-11,63-69,Green,0.8,12304598
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,11:02:32,Handicap,DET Pistons (Lalkoff) (+11.5),11.5,0.9,10,0.815403422982885,818,0.85,20,0.9,30,0.78,50,1.869,5-11,63-69,Green,0.869,12304598
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,11:07:06,Handicap,DET Pistons (Lalkoff) (+6.5),6.5,0.9,10,0.6735941320293398,818,0.8,20,0.8333333333333334,30,0.68,50,1.869,15-16,63-69,Green,0.869,12304598
,B-EBASKBAT4X5,Lalkoff x panteraxball,Lalkoff,DET Pistons,panteraxball,ORL Magic,26/07/2026,11:10:53,Handicap,DET Pistons (Lalkoff) (+7.5),7.5,0.9,10,0.6992665036674817,818,0.8,20,0.8333333333333334,30,0.68,50,1.833,25-29,63-69,Green,0.833,12304598
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,10:19:44,Handicap,TOR Raptors (Kadzima) (+7.5),7.5,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.833,None-None,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:35:34,Handicap,TOR Raptors (Kadzima) (+6.5),6.5,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.8,2-0,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:35:57,Handicap,TOR Raptors (Kadzima) (+8.5),8.5,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.833,2-4,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:37:05,Handicap,TOR Raptors (Kadzima) (+9.5),9.5,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.833,4-8,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:37:46,Handicap,TOR Raptors (Kadzima) (+10.5),10.5,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.833,7-12,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:38:09,Handicap,TOR Raptors (Kadzima) (+12.5),12.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.833,7-15,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:39:50,Handicap,TOR Raptors (Kadzima) (+13.5),13.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.833,11-20,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:40:09,Handicap,TOR Raptors (Kadzima) (+15.5),15.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.8,11-22,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:41:10,Handicap,TOR Raptors (Kadzima) (+17.5),17.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.833,13-27,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:41:58,Handicap,TOR Raptors (Kadzima) (+20.5),20.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.833,13-30,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:42:35,Handicap,TOR Raptors (Kadzima) (+21.5),21.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.869,13-32,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:42:46,Handicap,TOR Raptors (Kadzima) (+22.5),22.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.8,13-32,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:43:02,Handicap,TOR Raptors (Kadzima) (+24.5),24.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.833,13-35,70-97,Red,-1.0,12304607
,B-EBASKBAT4X5,Kadzima x Barmaley,Kadzima,TOR Raptors,Barmaley,MIN Timberwolves,26/07/2026,11:43:06,Handicap,TOR Raptors (Kadzima) (+23.5),23.5,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.8,15-35,70-97,Red,-1.0,12304607
