Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Janela 1,Winrate 1,Janela 2,Winrate 2,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),shatik666 x Nlui_22,shatik666,Udinese,Nlui_22,Napoli,01/09/2026,11:26:19,Total de Gols,Under,7.5,,,,,2.03,0-0,6-1,Green,1.03,17562440
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),shatik666 x Nlui_22,shatik666,Udinese,Nlui_22,Napoli,01/09/2026,11:27:10,Total de Gols,Under,9.5,,,,,1.72,0-1,6-1,Green,0.72,17562440
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),shatik666 x Nlui_22,shatik666,Udinese,Nlui_22,Napoli,01/09/2026,11:27:28,Total de Gols,Under,10.5,,,,,1.74,1-1,6-1,Green,0.74,17562440
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),shatik666 x Nlui_22,shatik666,Udinese,Nlui_22,Napoli,01/09/2026,11:34:09,Total de Gols,Under,6.5,,,,,2.31,4-1,6-1,Red,-1.0,17562440
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Nlui_22 x Kairox,Nlui_22,Napoli,Kairox,Inter,01/09/2026,12:05:44,Total de Gols,Under,6.5,,,,,2.07,0-0,5-4,Red,-1.0,17562445
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Nlui_22 x Kairox,Nlui_22,Napoli,Kairox,Inter,01/09/2026,12:07:12,Total de Gols,Under,7.5,,,,,1.78,0-0,5-4,Red,-1.0,17562445
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Nlui_22 x Kairox,Nlui_22,Napoli,Kairox,Inter,01/09/2026,12:10:47,Total de Gols,Under,5.5,,,,,2.21,2-0,5-4,Red,-1.0,17562445
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Nlui_22 x Kairox,Nlui_22,Napoli,Kairox,Inter,01/09/2026,12:16:15,Total de Gols,Under,8.5,,,,,1.51,4-2,5-4,Red,-1.0,17562445
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Gammi x Donatello,Gammi,Atletico Madrid,Donatello,Celta Vigo,01/09/2026,12:06:14,Total de Gols,Under,7.5,,,,,1.82,0-0,1-6,Green,0.82,17562413
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Gammi x Donatello,Gammi,Atletico Madrid,Donatello,Celta Vigo,01/09/2026,12:07:22,Total de Gols,Under,6.5,,,,,2.07,0-0,1-6,Red,-1.0,17562413
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Gammi x Donatello,Gammi,Atletico Madrid,Donatello,Celta Vigo,01/09/2026,12:08:41,Total de Gols,Under,8.5,,,,,1.66,0-1,1-6,Green,0.66,17562413
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x Forzyar,four,Valencia,Forzyar,Espanyol,01/09/2026,15:00:12,Total de Gols,Under,6.5,,,,,2.02,0-0,2-2,Green,1.02,17562852
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x Forzyar,four,Valencia,Forzyar,Espanyol,01/09/2026,15:02:01,Total de Gols,Under,5.5,,,,,2.07,0-0,2-2,Green,1.07,17562852
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x Forzyar,four,Valencia,Forzyar,Espanyol,01/09/2026,15:04:12,Total de Gols,Under,4.5,,,,,2.07,0-0,2-2,Green,1.07,17562852
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x Forzyar,four,Valencia,Forzyar,Espanyol,01/09/2026,15:05:30,Total de Gols,Under,3.5,,,,,2.17,0-0,2-2,Red,-1.0,17562852
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x Forzyar,four,Valencia,Forzyar,Espanyol,01/09/2026,15:07:37,Total de Gols,Under,2.5,,,,,2.22,0-0,2-2,Red,-1.0,17562852
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),_pihaaa_ x vrud1,_pihaaa_,Girona FC,vrud1,Celta Vigo,01/09/2026,15:14:15,Total de Gols,Under,6.5,,,,,1.75,0-0,8-5,Red,-1.0,17562726
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),_pihaaa_ x vrud1,_pihaaa_,Girona FC,vrud1,Celta Vigo,01/09/2026,15:14:31,Total de Gols,Under,7.5,,,,,1.65,0-0,8-5,Red,-1.0,17562726
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),_pihaaa_ x vrud1,_pihaaa_,Girona FC,vrud1,Celta Vigo,01/09/2026,15:16:27,Total de Gols,Under,8.5,,,,,1.87,1-1,8-5,Red,-1.0,17562726
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),_pihaaa_ x vrud1,_pihaaa_,Girona FC,vrud1,Celta Vigo,01/09/2026,15:18:41,Total de Gols,Under,9.5,,,,,1.69,2-2,8-5,Red,-1.0,17562726
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),_pihaaa_ x vrud1,_pihaaa_,Girona FC,vrud1,Celta Vigo,01/09/2026,15:21:08,Total de Gols,Under,10.5,,,,,1.59,3-3,8-5,Red,-1.0,17562726
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),_pihaaa_ x vrud1,_pihaaa_,Girona FC,vrud1,Celta Vigo,01/09/2026,15:24:01,Total de Gols,Under,11.5,,,,,1.43,6-3,8-5,Red,-1.0,17562726
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),FanFan x Shark,FanFan,Udinese,Shark,Fiorentina,01/09/2026,15:28:04,Total de Gols,Under,6.5,,,,,1.95,0-0,4-5,Red,-1.0,17562554
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),FanFan x Shark,FanFan,Udinese,Shark,Fiorentina,01/09/2026,15:29:03,Total de Gols,Under,7.5,,,,,1.71,0-0,4-5,Red,-1.0,17562554
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),FanFan x Shark,FanFan,Udinese,Shark,Fiorentina,01/09/2026,15:31:37,Total de Gols,Under,8.5,,,,,2.02,2-1,4-5,Red,-1.0,17562554
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),FanFan x Shark,FanFan,Udinese,Shark,Fiorentina,01/09/2026,15:32:43,Total de Gols,Under,9.5,,,,,1.62,3-1,4-5,Green,0.62,17562554
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),FanFan x Shark,FanFan,Udinese,Shark,Fiorentina,01/09/2026,15:35:55,Total de Gols,Under,10.5,,,,,1.48,3-4,4-5,Green,0.48,17562554
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Bologna FC,luxiqq,Inter,01/09/2026,15:28:04,Total de Gols,Under,7.5,,,,,1.74,0-0,2-3,Green,0.74,17562553
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Bologna FC,luxiqq,Inter,01/09/2026,15:28:50,Total de Gols,Under,6.5,,,,,2.07,0-0,2-3,Green,1.07,17562553
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Bologna FC,luxiqq,Inter,01/09/2026,15:30:20,Total de Gols,Under,5.5,,,,,2.07,0-0,2-3,Green,1.07,17562553
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Bologna FC,luxiqq,Inter,01/09/2026,15:31:48,Total de Gols,Under,4.5,,,,,2.12,0-0,2-3,Red,-1.0,17562553
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Bologna FC,luxiqq,Inter,01/09/2026,15:33:09,Total de Gols,Under,3.5,,,,,2.17,0-0,2-3,Red,-1.0,17562553
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),vrud1 x four,vrud1,Celta Vigo,four,Valencia,01/09/2026,15:26:41,Total de Gols,Under,6.5,,,,,1.7,0-0,6-5,Red,-1.0,17562711
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),vrud1 x four,vrud1,Celta Vigo,four,Valencia,01/09/2026,15:28:33,Total de Gols,Under,7.5,,,,,1.69,0-0,6-5,Red,-1.0,17562711
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),vrud1 x four,vrud1,Celta Vigo,four,Valencia,01/09/2026,15:30:00,Total de Gols,Under,8.5,,,,,1.85,1-1,6-5,Red,-1.0,17562711
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),vrud1 x four,vrud1,Celta Vigo,four,Valencia,01/09/2026,15:38:03,Total de Gols,Under,9.5,,,,,1.57,4-3,6-5,Red,-1.0,17562711
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),vrud1 x four,vrud1,Celta Vigo,four,Valencia,01/09/2026,15:39:03,Total de Gols,Under,10.5,,,,,1.92,5-4,6-5,Red,-1.0,17562711
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Curacao,Sxitted,Germany,01/09/2026,15:28:14,Total de Gols,Under,7.5,,,,,1.65,0-0,5-2,Green,0.65,17562532
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Curacao,Sxitted,Germany,01/09/2026,15:29:44,Total de Gols,Under,6.5,,,,,2.08,0-0,5-2,Red,-1.0,17562532
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Curacao,Sxitted,Germany,01/09/2026,15:31:21,Total de Gols,Under,5.5,,,,,2.12,0-0,5-2,Red,-1.0,17562532
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Curacao,Sxitted,Germany,01/09/2026,15:33:51,Total de Gols,Under,4.5,,,,,2.08,1-0,5-2,Red,-1.0,17562532
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x palkan,djamik,Curacao,palkan,Panama,01/09/2026,15:42:08,Total de Gols,Under,8.5,,,,,2.07,0-0,3-3,Green,1.07,17562534
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x palkan,djamik,Curacao,palkan,Panama,01/09/2026,15:43:31,Total de Gols,Under,9.5,,,,,1.78,0-0,3-3,Green,0.78,17562534
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x palkan,djamik,Curacao,palkan,Panama,01/09/2026,15:45:23,Total de Gols,Under,7.5,,,,,1.91,0-1,3-3,Green,0.91,17562534
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x palkan,djamik,Curacao,palkan,Panama,01/09/2026,15:46:23,Total de Gols,Under,6.5,,,,,2.03,0-1,3-3,Green,1.03,17562534
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x palkan,djamik,Curacao,palkan,Panama,01/09/2026,15:47:23,Total de Gols,Under,5.5,,,,,2.07,0-1,3-3,Red,-1.0,17562534
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:42:04,Total de Gols,Under,6.5,,,,,1.79,0-0,5-6,Red,-1.0,17562535
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:43:31,Total de Gols,Under,7.5,,,,,1.66,0-0,5-6,Red,-1.0,17562535
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:44:59,Total de Gols,Under,5.5,,,,,2.12,0-1,5-6,Red,-1.0,17562535
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:47:03,Total de Gols,Under,4.5,,,,,2.22,0-1,5-6,Red,-1.0,17562535
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:50:49,Total de Gols,Under,8.5,,,,,1.63,3-2,5-6,Red,-1.0,17562535
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:51:08,Total de Gols,Under,9.5,,,,,1.48,4-2,5-6,Red,-1.0,17562535
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x Galikooo,Sxitted,Germany,Galikooo,Ivory Coast,01/09/2026,15:52:34,Total de Gols,Under,10.5,,,,,1.41,4-4,5-6,Red,-1.0,17562535
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x vrud1,Forzyar,Espanyol,vrud1,Celta Vigo,01/09/2026,15:55:23,Total de Gols,Under,7.5,,,,,1.98,0-0,4-3,Green,0.98,17562834
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x vrud1,Forzyar,Espanyol,vrud1,Celta Vigo,01/09/2026,15:57:34,Total de Gols,Under,6.5,,,,,2.03,0-0,4-3,Red,-1.0,17562834
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x vrud1,Forzyar,Espanyol,vrud1,Celta Vigo,01/09/2026,15:58:45,Total de Gols,Under,8.5,,,,,1.63,1-0,4-3,Green,0.63,17562834
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x vrud1,Forzyar,Espanyol,vrud1,Celta Vigo,01/09/2026,16:00:01,Total de Gols,Under,9.5,,,,,1.68,2-1,4-3,Green,0.68,17562834
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x vrud1,Forzyar,Espanyol,vrud1,Celta Vigo,01/09/2026,16:01:33,Total de Gols,Under,10.5,,,,,1.69,3-2,4-3,Green,0.69,17562834
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Galikooo,djamik,Curacao,Galikooo,Ivory Coast,01/09/2026,15:56:19,Total de Gols,Under,8.5,,,,,1.82,0-0,4-4,Green,0.82,17562536
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Galikooo,djamik,Curacao,Galikooo,Ivory Coast,01/09/2026,15:57:13,Total de Gols,Under,9.5,,,,,1.69,0-0,4-4,Green,0.69,17562536
,CLA-UA World Cyber Cup (UA) (2x5 mins),djamik x Galikooo,djamik,Curacao,Galikooo,Ivory Coast,01/09/2026,16:06:52,Total de Gols,Under,7.5,,,,,2.47,3-4,4-4,Red,-1.0,17562536
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),luxiqq x Jackson,luxiqq,Inter,Jackson,Torino,01/09/2026,16:24:06,Total de Gols,Under,6.5,,,,,2.02,0-0,4-2,Green,1.02,17562563
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),luxiqq x Jackson,luxiqq,Inter,Jackson,Torino,01/09/2026,16:25:17,Total de Gols,Under,7.5,,,,,1.77,0-0,4-2,Green,0.77,17562563
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),luxiqq x Jackson,luxiqq,Inter,Jackson,Torino,01/09/2026,16:29:14,Total de Gols,Under,5.5,,,,,2.12,1-1,4-2,Red,-1.0,17562563
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x _pihaaa_,Forzyar,Espanyol,_pihaaa_,Girona FC,01/09/2026,16:37:30,Total de Gols,Under,6.5,,,,,1.62,0-0,6-2,Red,-1.0,17562836
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x _pihaaa_,Forzyar,Espanyol,_pihaaa_,Girona FC,01/09/2026,16:38:24,Total de Gols,Under,5.5,,,,,2.08,0-0,6-2,Red,-1.0,17562836
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x _pihaaa_,Forzyar,Espanyol,_pihaaa_,Girona FC,01/09/2026,16:39:25,Total de Gols,Under,7.5,,,,,1.77,1-0,6-2,Red,-1.0,17562836
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),Forzyar x _pihaaa_,Forzyar,Espanyol,_pihaaa_,Girona FC,01/09/2026,16:40:23,Total de Gols,Under,8.5,,,,,1.6,1-1,6-2,Green,0.6,17562836
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x djamik,Sxitted,Germany,djamik,Curacao,01/09/2026,16:38:16,Total de Gols,Under,7.5,,,,,1.65,0-0,3-3,Green,0.65,17562544
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x djamik,Sxitted,Germany,djamik,Curacao,01/09/2026,16:39:08,Total de Gols,Under,6.5,,,,,2.07,0-0,3-3,Green,1.07,17562544
,CLA-UA World Cyber Cup (UA) (2x5 mins),Sxitted x djamik,Sxitted,Germany,djamik,Curacao,01/09/2026,16:41:53,Total de Gols,Under,8.5,,,,,1.8,1-1,3-3,Green,0.8,17562544
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x _pihaaa_,four,Valencia,_pihaaa_,Girona FC,01/09/2026,16:51:56,Total de Gols,Under,6.5,,,,,1.75,0-0,2-5,Red,-1.0,17562719
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x _pihaaa_,four,Valencia,_pihaaa_,Girona FC,01/09/2026,16:52:50,Total de Gols,Under,5.5,,,,,2.11,0-0,2-5,Red,-1.0,17562719
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x _pihaaa_,four,Valencia,_pihaaa_,Girona FC,01/09/2026,16:54:41,Total de Gols,Under,4.5,,,,,2.12,0-0,2-5,Red,-1.0,17562719
, CLA-UA Spain Cyber Cup (UA) (2x5 mins),four x _pihaaa_,four,Valencia,_pihaaa_,Girona FC,01/09/2026,16:56:24,Total de Gols,Under,7.5,,,,,1.71,0-2,2-5,Green,0.71,17562719
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x Sxitted,palkan,Atalanta,Sxitted,Fiorentina,01/09/2026,17:40:07,Total de Gols,Under,8.5,,,,,2.27,4-3,5-6,Red,-1.0,17562581
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x Sxitted,palkan,Atalanta,Sxitted,Fiorentina,01/09/2026,17:40:23,Total de Gols,Under,9.5,,,,,1.52,4-3,5-6,Red,-1.0,17562581
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:30:26,Total de Gols,Under,8.5,,,,,2.03,0-0,8-6,Red,-1.0,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:30:54,Total de Gols,Under,9.5,,,,,1.82,0-0,8-6,Red,-1.0,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:31:32,Total de Gols,Under,10.5,,,,,1.65,0-1,8-6,Red,-1.0,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:34:09,Total de Gols,Under,11.5,,,,,1.59,2-2,8-6,Red,-1.0,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:34:53,Total de Gols,Under,12.5,,,,,1.8,3-3,8-6,Red,-1.0,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:39:01,Total de Gols,Under,13.5,,,,,1.97,5-5,8-6,Red,-1.0,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Galikooo x T3RZ,Galikooo,Roma,T3RZ,Udinese,01/09/2026,17:39:29,Total de Gols,Under,14.5,,,,,1.68,6-5,8-6,Green,0.68,17562580
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x T3RZ,djamik,Lazio,T3RZ,Udinese,01/09/2026,17:44:44,Total de Gols,Under,8.5,,,,,1.73,0-0,6-1,Green,0.73,17562584
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x T3RZ,djamik,Lazio,T3RZ,Udinese,01/09/2026,17:45:12,Total de Gols,Under,7.5,,,,,2.02,0-0,6-1,Green,1.02,17562584
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x T3RZ,djamik,Lazio,T3RZ,Udinese,01/09/2026,17:49:18,Total de Gols,Under,9.5,,,,,1.65,2-1,6-1,Green,0.65,17562584
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x T3RZ,djamik,Lazio,T3RZ,Udinese,01/09/2026,17:52:45,Total de Gols,Under,6.5,,,,,2.22,3-1,6-1,Red,-1.0,17562584
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Lazio,Sxitted,Fiorentina,01/09/2026,17:58:45,Total de Gols,Under,7.5,,,,,1.65,0-0,4-2,Green,0.65,17562585
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Lazio,Sxitted,Fiorentina,01/09/2026,17:59:03,Total de Gols,Under,6.5,,,,,2.11,0-0,4-2,Green,1.11,17562585
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Lazio,Sxitted,Fiorentina,01/09/2026,18:02:12,Total de Gols,Under,8.5,,,,,1.69,1-1,4-2,Green,0.69,17562585
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),djamik x Sxitted,djamik,Lazio,Sxitted,Fiorentina,01/09/2026,18:08:35,Total de Gols,Under,5.5,,,,,2.31,3-2,4-2,Red,-1.0,17562585
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Portugal,luxiqq,Colombia,01/09/2026,17:58:14,Total de Gols,Under,7.5,,,,,1.7,0-0,0-5,Green,0.7,17562608
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Portugal,luxiqq,Colombia,01/09/2026,17:59:26,Total de Gols,Under,8.5,,,,,1.87,0-1,0-5,Green,0.87,17562608
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Portugal,luxiqq,Colombia,01/09/2026,18:04:42,Total de Gols,Under,6.5,,,,,2.17,0-4,0-5,Green,1.17,17562608
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Portugal,luxiqq,Colombia,01/09/2026,18:06:28,Total de Gols,Under,5.5,,,,,2.31,0-4,0-5,Green,1.31,17562608
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x luxiqq,Shot,Portugal,luxiqq,Colombia,01/09/2026,18:07:53,Total de Gols,Under,4.5,,,,,2.51,0-4,0-5,Red,-1.0,17562608
,CLA-UA World Cyber Cup (UA) (2x5 mins),FanFan x Jackson,FanFan,Uzbekistan,Jackson,Finland,01/09/2026,18:26:01,Total de Gols,Under,6.5,,,,,1.89,0-0,4-4,Red,-1.0,17562611
,CLA-UA World Cyber Cup (UA) (2x5 mins),FanFan x Jackson,FanFan,Uzbekistan,Jackson,Finland,01/09/2026,18:26:30,Total de Gols,Under,7.5,,,,,1.79,0-0,4-4,Red,-1.0,17562611
,CLA-UA World Cyber Cup (UA) (2x5 mins),FanFan x Jackson,FanFan,Uzbekistan,Jackson,Finland,01/09/2026,18:26:48,Total de Gols,Under,8.5,,,,,1.72,0-1,4-4,Green,0.72,17562611
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x Jackson,Shot,Portugal,Jackson,Finland,01/09/2026,18:39:46,Total de Gols,Under,6.5,,,,,1.95,0-0,1-4,Green,0.95,17562621
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x Jackson,Shot,Portugal,Jackson,Finland,01/09/2026,18:41:22,Total de Gols,Under,7.5,,,,,1.68,0-0,1-4,Green,0.68,17562621
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shot x Jackson,Shot,Portugal,Jackson,Finland,01/09/2026,18:44:34,Total de Gols,Under,5.5,,,,,2.21,1-1,1-4,Green,1.21,17562621
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Sxitted x palkan,Sxitted,Fiorentina,palkan,Atalanta,01/09/2026,18:40:18,Total de Gols,Under,8.5,,,,,1.86,0-0,4-6,Red,-1.0,17562594
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Sxitted x palkan,Sxitted,Fiorentina,palkan,Atalanta,01/09/2026,18:40:46,Total de Gols,Under,9.5,,,,,1.79,0-0,4-6,Red,-1.0,17562594
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Sxitted x palkan,Sxitted,Fiorentina,palkan,Atalanta,01/09/2026,18:44:06,Total de Gols,Under,10.5,,,,,1.69,1-2,4-6,Green,0.69,17562594
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),Sxitted x palkan,Sxitted,Fiorentina,palkan,Atalanta,01/09/2026,18:45:37,Total de Gols,Under,11.5,,,,,1.97,2-4,4-6,Green,0.97,17562594
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x Galikooo,T3RZ,Udinese,Galikooo,Roma,01/09/2026,18:40:22,Total de Gols,Under,8.5,,,,,2.03,0-0,6-5,Red,-1.0,17562592
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x Galikooo,T3RZ,Udinese,Galikooo,Roma,01/09/2026,18:41:47,Total de Gols,Under,7.5,,,,,2.02,0-0,6-5,Red,-1.0,17562592
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),T3RZ x Galikooo,T3RZ,Udinese,Galikooo,Roma,01/09/2026,18:42:18,Total de Gols,Under,9.5,,,,,1.83,1-0,6-5,Red,-1.0,17562592
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x Galikooo,palkan,Atalanta,Galikooo,Roma,01/09/2026,18:54:04,Total de Gols,Under,8.5,,,,,1.92,0-0,5-4,Red,-1.0,17562597
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x Galikooo,palkan,Atalanta,Galikooo,Roma,01/09/2026,18:55:09,Total de Gols,Under,9.5,,,,,1.7,0-0,5-4,Green,0.7,17562597
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x Galikooo,palkan,Atalanta,Galikooo,Roma,01/09/2026,18:56:22,Total de Gols,Under,7.5,,,,,2.07,0-1,5-4,Red,-1.0,17562597
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x Galikooo,palkan,Atalanta,Galikooo,Roma,01/09/2026,18:57:17,Total de Gols,Under,6.5,,,,,2.12,0-1,5-4,Red,-1.0,17562597
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shark x FanFan,Shark,Congo DR,FanFan,Uzbekistan,01/09/2026,19:08:03,Total de Gols,Under,6.5,,,,,1.95,0-0,5-4,Red,-1.0,17562623
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shark x FanFan,Shark,Congo DR,FanFan,Uzbekistan,01/09/2026,19:09:04,Total de Gols,Under,7.5,,,,,1.69,0-0,5-4,Red,-1.0,17562623
,CLA-UA World Cyber Cup (UA) (2x5 mins),Shark x FanFan,Shark,Congo DR,FanFan,Uzbekistan,01/09/2026,19:13:49,Total de Gols,Under,8.5,,,,,1.68,3-1,5-4,Red,-1.0,17562623
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x T3RZ,palkan,Atalanta,T3RZ,Udinese,01/09/2026,19:07:56,Total de Gols,Under,8.5,,,,,1.92,0-0,4-7,Red,-1.0,17562599
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x T3RZ,palkan,Atalanta,T3RZ,Udinese,01/09/2026,19:09:26,Total de Gols,Under,7.5,,,,,2.03,0-0,4-7,Red,-1.0,17562599
, CLA-UA Italy Cyber Cup (UA) (2x5 mins),palkan x T3RZ,palkan,Atalanta,T3RZ,Udinese,01/09/2026,19:12:18,Total de Gols,Under,9.5,,,,,1.84,1-2,4-7,Red,-1.0,17562599
