passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,dano_par,roi_sem3_par,vol3_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv,acima_sorte_par,premio,premio_alto,sem_tot,sem_pos,ult_sem_u,robusta,selo
P1,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,-,1,641,641,1.0,369,272,57.6,-27.47,-4.29,0,1.42,-4.05,-6.68,95,70,165,-8.55,-33.08,213,174,387,,,,,373,,,,0,-2.75,64.1,1.667,60.0,-2.4,6.5,40.55,-0.7,-1.0,-16.82,6.05,4,6,9,-1.31,-3.51,-5.47,5.71,-9.01,-4.37,-4.05,165,0.32,1,5.64,7.92,0,2,0,-13.84,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,9.5,1.32,1.68,zebra,-,3,454,379,1.2,261,193,57.5,-27.47,-6.05,0,-5.83,-12.93,-13.96,57,51,108,-2.64,-7.09,160,109,269,,,,,226,,,,0,-2.75,45.4,1.631,61.3,-3.8,7.9,28.77,-1.0,-2.0,-11.48,8.1,4,6,5,-1.44,-5.37,-7.1,1.92,-12.07,-3.9,-12.93,108,-9.02,6,1.55,6.15,0,2,0,-12.64,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,7.5,1.62,-,zebra,-,1,774,774,1.0,423,351,54.7,-27.54,-3.56,0,0.47,-6.67,-13.14,105,92,197,-5.68,-26.13,247,213,460,,,,,426,,,,0,-2.75,77.4,1.777,56.3,-1.6,7.1,32.43,-0.8,-1.0,-11.68,3.29,3,7,6,-1.12,-1.32,-7.14,7.27,-8.28,-2.5,-6.67,197,-4.17,1,7.06,8.64,0,2,0,-21.27,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,7.5,1.62,1.86,zebra,-,2,883,663,1.33,510,373,57.8,-27.55,-3.12,0,3.41,-3.3,-7.48,131,96,227,-7.28,-38.65,294,237,531,,,,,385,,,,0,-2.75,88.3,1.68,59.5,-1.8,6.8,44.7,-0.6,-2.0,-12.6,7.54,2,8,6,-0.97,-0.92,-6.71,7.01,-7.84,-3.06,-3.3,227,-0.24,1,6.92,9.08,0,2,0,-22.53,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.62,1.68,zebra,-,3,775,601,1.29,455,320,58.7,-27.57,-3.56,0,0.28,-6.15,-12.06,112,84,196,-4.64,-21.8,273,197,470,,,,,353,,,,0,-2.76,77.5,1.642,60.9,-2.2,7.0,42.6,-0.6,-3.0,-11.99,5.31,4,6,7,-1.07,-1.79,-6.43,6.19,-8.28,-2.68,-6.15,196,-3.47,6,6.16,8.65,0,2,0,-18.96,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.68,zebra,-,1,467,467,1.0,275,192,58.9,-27.64,-5.92,0,4.87,-8.85,-10.53,68,51,119,-11.69,-33.44,158,128,286,,,,,294,,,,0,-2.76,46.7,1.597,62.6,-3.7,6.5,43.41,-0.6,-1.0,-8.3,2.2,3,7,9,-1.62,-0.89,-13.72,2.88,-10.64,-4.92,-8.85,119,-3.93,1,2.84,6.28,0,2,0,-25.11,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,dif 0~1,-,1862,788,2.36,1094,768,58.8,-27.65,-1.48,0,-0.05,-4.19,-19.67,268,202,470,-4.16,-45.58,626,469,1095,,,,,427,,,,0,-2.76,186.2,1.694,59.0,-0.3,6.3,60.77,-0.5,-8.0,-24.2,26.96,4,6,11,-0.56,0.17,-4.14,9.43,-6.2,-0.57,-4.19,470,-3.61,1,9.21,10.72,0,2,1,-29.57,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,7.5,-,-,zebra,dif 0~1,1,785,785,1.0,431,354,54.9,-27.76,-3.54,0,0.06,-7.42,-14.69,105,93,198,-4.89,-22.65,252,211,463,,,,,427,,,,0,-2.78,78.5,1.768,56.6,-1.7,7.1,31.93,-0.9,-1.0,-11.52,2.83,4,6,6,-1.12,-1.1,-7.48,7.36,-8.26,-2.23,-7.42,198,-5.19,1,7.14,8.67,0,2,0,-22.43,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.32,1.98,zebra,-,2,1058,652,1.62,635,423,60.0,-27.83,-2.63,0,1.61,-4.45,-11.97,159,110,269,-5.99,-37.93,368,265,633,,,,,377,,,,0,-2.78,105.8,1.626,61.5,-1.5,6.1,54.47,-0.5,-2.0,-23.61,13.09,4,6,12,-0.88,-0.5,-6.06,7.43,-7.35,-2.01,-4.45,269,-2.44,4,7.35,9.57,0,2,0,-24.6,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,dif>=0,1,638,638,1.0,367,271,57.5,-27.85,-4.37,0,1.42,-4.05,-6.68,95,70,165,-8.31,-32.08,213,173,386,,,,,372,,,,0,-2.79,63.8,1.667,60.0,-2.5,6.5,40.55,-0.7,-1.0,-16.82,6.05,4,6,9,-1.33,-3.64,-5.47,5.61,-9.09,-4.48,-4.05,165,0.43,1,5.55,7.84,0,2,0,-13.84,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,-,2,643,641,1.0,370,273,57.5,-27.9,-4.34,0,1.42,-4.05,-6.68,95,70,165,-8.38,-32.51,214,174,388,,,,,373,,,,0,-2.79,64.3,1.667,60.0,-2.5,6.5,39.98,-0.7,-2.0,-16.25,6.05,4,6,9,-1.32,-3.61,-5.47,5.66,-9.06,-4.44,-4.05,165,0.39,7,5.59,7.86,0,2,0,-13.84,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,5.5,-,-,zebra,dif>=1,2,284,213,1.33,166,118,58.5,-28.04,-9.87,0,-7.04,-18.57,-13.0,37,33,70,-12.08,-20.53,98,72,170,,,,,171,,,,0,-2.8,28.4,1.543,64.8,-6.4,5.1,31.78,-0.9,-2.0,-13.54,5.0,4,6,6,-1.98,-8.92,-11.53,-3.48,-15.89,-7.03,-18.57,70,-11.54,1,-3.75,2.33,0,2,0,-11.99,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,6.5,1.32,1.68,zebra,-,2,469,467,1.0,276,193,58.8,-28.07,-5.99,0,4.87,-8.85,-10.53,68,51,119,-11.45,-32.87,159,128,287,,,,,294,,,,0,-2.81,46.9,1.597,62.6,-3.8,6.5,42.84,-0.7,-2.0,-8.3,2.2,3,7,9,-1.64,-1.03,-13.72,2.82,-10.71,-5.01,-8.85,119,-3.84,7,2.77,6.22,0,2,0,-25.11,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,10.5,1.32,1.86,zebra,-,1,891,891,1.0,516,375,57.9,-28.09,-3.15,0,-0.8,-7.51,-15.99,118,95,213,-4.4,-23.03,299,224,523,,,,,456,,,,0,-2.81,89.1,1.681,59.5,-1.6,7.3,31.64,-0.9,-1.0,-11.6,3.13,2,8,5,-1.14,-1.03,-6.71,7.84,-7.87,-1.78,-7.51,213,-5.72,4,7.6,9.05,0,2,0,-22.36,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,7.5,1.62,1.98,zebra,-,1,756,756,1.0,420,336,55.6,-28.09,-3.72,0,0.1,-8.7,-16.87,103,91,194,-7.32,-32.93,242,208,450,,,,,418,,,,0,-2.81,75.6,1.742,57.4,-1.9,7.1,36.53,-0.8,-1.0,-10.91,5.63,3,7,6,-1.18,-0.53,-8.8,7.0,-8.44,-2.0,-8.7,194,-6.7,1,6.81,8.49,0,2,0,-25.62,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,6.5,-,-,zebra,tot_env>=3,3,278,209,1.33,167,111,60.1,-28.11,-10.11,0,0.98,-10.33,-7.13,41,28,69,-13.19,-22.42,99,71,170,,,,,166,,,,0,-2.81,27.8,1.497,66.8,-6.7,5.4,36.36,-0.8,-3.0,-9.58,4.13,2,8,5,-2.09,-9.35,-11.31,-3.76,-16.13,-10.04,-10.33,69,-0.3,6,-4.0,2.09,0,2,0,-12.21,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,7.5,-,-,zebra,tot_env<=0,2,1144,700,1.63,643,501,56.2,-28.18,-2.46,0,-1.69,-3.7,-11.02,166,132,298,-4.15,-28.2,375,304,679,,,,,397,,,,0,-2.82,114.4,1.748,57.2,-1.0,6.9,46.42,-0.6,-2.0,-24.62,8.52,4,6,8,-0.78,-2.75,-2.01,7.9,-7.18,-2.03,-3.7,298,-1.67,1,7.77,9.74,0,2,0,-8.9,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,6.5,-,-,zebra,dif>=0,2,640,638,1.0,368,272,57.5,-28.28,-4.42,0,1.42,-4.05,-6.68,95,70,165,-8.14,-31.51,214,173,387,,,,,372,,,,0,-2.83,64.0,1.666,60.0,-2.5,6.5,39.98,-0.7,-2.0,-16.25,6.05,4,6,9,-1.34,-3.73,-5.47,5.56,-9.14,-4.55,-4.05,165,0.5,7,5.49,7.78,0,2,0,-13.84,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,9.5,1.77,1.86,zebra,-,1,266,266,1.0,131,135,49.2,-28.33,-10.65,0,-6.27,-22.02,-12.33,24,32,56,-17.16,-25.57,68,81,149,,,,,206,,,,0,-2.83,26.6,1.816,55.1,-5.8,8.4,29.31,-1.0,-1.0,-8.65,5.73,2,8,9,-1.91,-7.72,-15.75,-3.75,-16.67,-7.62,-22.02,56,-14.4,1,-4.26,1.55,0,2,0,-15.28,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.96,1.98,zebra,-,2,273,247,1.11,124,149,45.4,-28.41,-10.41,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,206,,,,0,-2.84,27.3,1.973,50.7,-5.3,9.3,39.88,-0.7,-2.0,-11.5,7.18,3,7,8,-1.67,-14.34,-3.39,-3.69,-16.43,-15.98,10.7,57,26.68,1,-4.11,1.8,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,10.5,1.32,1.86,zebra,-,1,890,890,1.0,515,375,57.9,-28.52,-3.2,0,-0.8,-7.51,-15.99,118,95,213,-4.4,-23.03,299,224,523,,,,,456,,,,0,-2.85,89.0,1.681,59.5,-1.6,7.3,31.64,-0.9,-1.0,-11.6,3.13,2,8,5,-1.15,-1.11,-6.71,7.78,-7.92,-1.85,-7.51,213,-5.66,1,7.55,9.0,0,2,0,-22.36,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,7.5,-,-,zebra,dif<=0,2,1204,722,1.67,681,523,56.6,-28.58,-2.37,0,-1.67,-3.74,-11.53,172,136,308,-4.28,-30.46,394,317,711,,,,,406,,,,0,-2.86,120.4,1.74,57.5,-0.9,6.9,47.46,-0.6,-2.0,-25.52,8.59,4,6,8,-0.77,-2.56,-2.07,8.13,-7.09,-1.9,-3.74,308,-1.84,1,7.97,9.83,0,2,0,-9.54,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,tot_env<=0,2,1152,700,1.65,648,504,56.2,-28.68,-2.49,0,-1.57,-4.02,-12.02,166,133,299,-4.39,-30.04,377,307,684,,,,,397,,,,0,-2.87,115.2,1.747,57.3,-1.0,6.9,48.83,-0.6,-2.0,-25.62,8.57,3,7,9,-0.79,-2.51,-2.45,7.87,-7.21,-1.95,-4.02,299,-2.07,5,7.74,9.71,0,2,0,-10.9,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,6.5,1.32,1.68,zebra,-,3,1051,608,1.73,648,403,61.7,-28.69,-2.73,0,2.55,-4.87,-12.96,160,106,266,-5.28,-33.5,381,253,634,,,,,364,,,,0,-2.87,105.1,1.578,63.4,-1.7,5.8,54.5,-0.5,-3.0,-17.46,17.58,4,6,9,-0.92,0.17,-7.42,7.06,-7.45,-2.0,-4.87,266,-2.87,1,7.02,9.47,0,2,1,-29.82,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,8.5,1.32,1.68,zebra,-,2,1258,794,1.58,766,492,60.9,-28.72,-2.28,0,1.16,-4.25,-13.42,188,128,316,-4.25,-31.64,444,301,745,,,,,432,,,,0,-2.87,125.8,1.604,62.3,-1.4,6.6,48.09,-0.6,-2.0,-15.04,12.58,4,6,8,-0.85,-0.33,-5.41,8.67,-7.0,-1.62,-4.25,316,-2.62,4,8.44,9.92,0,2,0,-26.2,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,6.5,-,-,zebra,dif>=0,3,1058,648,1.63,630,428,59.5,-28.76,-2.72,0,1.97,-1.82,-4.98,164,109,273,-4.62,-29.41,373,264,637,,,,,377,,,,0,-2.88,105.8,1.637,61.1,-1.5,6.1,45.83,-0.6,-3.0,-21.99,8.28,5,5,12,-0.89,-2.04,-3.79,7.32,-7.44,-3.03,-1.82,273,1.21,6,7.24,9.48,0,2,0,-15.54,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,7.5,1.62,1.98,zebra,-,1,605,605,1.0,327,278,54.0,-28.9,-4.78,0,0.82,-8.8,-13.91,82,76,158,-8.69,-31.11,186,172,358,,,,,358,,,,0,-2.89,60.5,1.77,56.5,-2.5,7.5,34.28,-0.8,-1.0,-7.32,7.16,1,9,6,-1.33,-1.61,-9.62,4.99,-9.5,-3.35,-8.8,158,-5.45,8,4.96,7.43,0,2,0,-22.99,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,5.5,-,-,zebra,dif>=1,3,285,213,1.34,166,119,58.2,-29.04,-10.19,0,-7.04,-18.57,-13.0,37,33,70,-12.08,-20.53,98,72,170,,,,,171,,,,0,-2.9,28.5,1.542,64.8,-6.6,5.1,32.78,-0.9,-2.0,-13.54,5.0,4,6,6,-2.04,-9.42,-11.53,-3.8,-16.21,-7.46,-18.57,70,-11.11,6,-4.06,2.01,0,2,0,-11.99,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,5.5,6.5,-,-,zebra,-,3,1062,650,1.63,632,430,59.5,-29.38,-2.77,0,1.97,-1.82,-4.98,164,109,273,-4.77,-30.41,373,265,638,,,,,377,,,,0,-2.94,106.2,1.637,61.1,-1.6,6.1,45.83,-0.6,-3.0,-21.99,7.9,5,5,12,-0.91,-2.12,-3.79,7.28,-7.49,-3.09,-1.82,273,1.27,6,7.21,9.44,0,2,0,-15.54,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,7.5,1.62,1.98,zebra,-,2,1098,756,1.45,619,479,56.4,-29.39,-2.68,0,0.51,-4.57,-12.84,156,125,281,-7.35,-47.9,351,301,652,,,,,418,,,,0,-2.94,109.8,1.734,57.7,-1.3,6.9,51.37,-0.6,-2.0,-20.88,11.82,2,8,8,-0.87,-1.19,-5.08,8.04,-7.4,-2.03,-4.57,281,-2.54,1,7.85,9.53,0,2,0,-21.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.96,1.98,zebra,-,3,276,248,1.11,125,151,45.3,-29.44,-10.67,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,207,,,,0,-2.94,27.6,1.973,50.7,-5.4,9.3,41.86,-0.7,-2.0,-11.16,5.53,3,7,8,-1.74,-14.67,-3.39,-3.94,-16.69,-16.23,10.7,57,26.93,6,-4.36,1.54,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.32,1.68,zebra,-,2,859,598,1.44,522,337,60.8,-29.47,-3.43,0,3.97,-4.13,-9.16,134,88,222,-5.99,-31.16,308,212,520,,,,,359,,,,0,-2.95,85.9,1.588,63.0,-2.2,6.0,48.74,-0.6,-2.0,-13.41,9.39,4,6,12,-1.1,-0.44,-8.1,6.29,-8.15,-3.19,-4.13,222,-0.94,1,6.27,8.77,0,2,0,-27.14,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.32,1.86,zebra,-,1,883,883,1.0,510,373,57.8,-29.59,-3.35,0,-1.32,-7.64,-16.04,116,94,210,-4.27,-22.14,297,222,519,,,,,452,,,,0,-2.96,88.3,1.681,59.5,-1.7,7.3,30.93,-1.0,-1.0,-11.6,3.31,2,8,5,-1.2,-1.58,-6.32,7.64,-8.07,-2.01,-7.64,210,-5.62,1,7.4,8.85,0,2,0,-20.86,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,6.5,1.32,1.98,zebra,-,3,1248,652,1.91,757,491,60.7,-29.6,-2.37,0,0.26,-5.44,-17.04,184,129,313,-5.72,-42.63,438,307,745,,,,,377,,,,0,-2.96,124.8,1.613,62.0,-1.3,5.8,59.79,-0.5,-3.0,-28.75,23.1,4,6,9,-0.82,-0.34,-5.7,7.69,-7.09,-1.34,-5.44,313,-4.1,4,7.61,9.83,0,2,0,-26.96,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,6.5,1.32,1.98,zebra,-,2,1055,650,1.62,632,423,59.9,-29.71,-2.82,0,1.61,-4.45,-11.97,159,110,269,-5.99,-37.93,368,265,633,,,,,377,,,,0,-2.97,105.5,1.626,61.5,-1.6,6.1,54.47,-0.5,-2.0,-23.61,11.21,4,6,12,-0.94,-0.79,-6.06,7.23,-7.54,-2.26,-4.45,269,-2.19,1,7.16,9.39,0,2,0,-24.6,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,7.5,7.5,-,-,zebra,tot_env<=1,1,643,643,1.0,342,301,53.2,-29.73,-4.62,0,-0.08,-7.05,-11.64,86,79,165,-7.19,-27.89,201,187,388,,,,,377,,,,0,-2.97,64.3,1.81,55.2,-2.1,7.5,33.25,-0.9,-1.0,-8.16,2.6,2,8,6,-1.3,-3.11,-6.97,5.38,-9.34,-3.78,-7.05,165,-3.27,8,5.31,7.58,0,2,0,-17.57,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,9.5,1.32,1.68,zebra,-,2,450,379,1.19,257,193,57.1,-29.73,-6.61,0,-5.4,-12.93,-13.96,57,51,108,-3.15,-8.42,158,109,267,,,,,226,,,,0,-2.97,45.0,1.631,61.3,-4.2,7.9,31.03,-1.0,-2.0,-11.48,8.1,3,7,5,-1.56,-6.01,-7.53,1.36,-12.63,-4.61,-12.93,108,-8.31,1,1.0,5.6,0,2,0,-13.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.62,1.86,zebra,-,3,926,668,1.39,534,392,57.7,-29.79,-3.22,0,2.73,-3.2,-7.64,138,101,239,-7.02,-38.96,308,247,555,,,,,388,,,,0,-2.98,92.6,1.68,59.5,-1.8,6.8,48.31,-0.6,-3.0,-12.8,8.46,3,7,6,-1.0,-1.54,-5.93,6.95,-7.94,-3.22,-3.2,239,0.03,6,6.85,8.99,0,2,0,-20.94,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.77,1.86,zebra,-,3,344,306,1.12,173,171,50.3,-30.0,-8.72,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,238,,,,0,-3.0,34.4,1.816,55.1,-4.8,8.2,33.43,-0.9,-2.0,-13.79,6.26,3,7,10,-1.67,-8.44,-9.2,-1.44,-14.74,-7.24,-13.95,76,-6.71,6,-2.08,3.48,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,7.5,1.62,1.98,zebra,-,1,755,755,1.0,418,337,55.4,-30.15,-3.99,0,0.1,-8.7,-16.87,103,91,194,-7.32,-32.93,242,208,450,,,,,417,,,,0,-3.01,75.5,1.742,57.4,-2.0,7.1,36.53,-0.8,-1.0,-10.91,5.63,3,7,6,-1.27,-0.98,-8.8,6.71,-8.71,-2.37,-8.7,194,-6.33,1,6.53,8.21,0,2,0,-25.62,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,7.5,-,-,zebra,tot_env<=0,1,691,691,1.0,372,319,53.8,-30.19,-4.37,0,-1.33,-8.43,-15.51,96,88,184,-7.58,-31.09,214,196,410,,,,,394,,,,0,-3.02,69.1,1.789,55.9,-2.1,7.2,38.37,-0.8,-1.0,-13.88,3.02,2,8,9,-1.29,-2.61,-7.1,5.94,-9.09,-2.9,-8.43,184,-5.53,1,5.82,7.83,0,2,0,-19.24,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,9.5,1.77,1.86,zebra,-,3,346,308,1.12,174,172,50.3,-30.2,-8.73,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,240,,,,0,-3.02,34.6,1.816,55.1,-4.8,8.1,33.63,-0.9,-2.0,-13.79,5.26,3,7,10,-1.67,-8.46,-9.2,-1.43,-14.75,-7.26,-13.95,76,-6.69,6,-2.06,3.47,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.32,1.86,zebra,-,1,897,897,1.0,518,379,57.7,-30.22,-3.37,0,-0.8,-7.53,-16.18,119,96,215,-4.43,-23.36,301,226,527,,,,,459,,,,0,-3.02,89.7,1.681,59.5,-1.7,7.3,31.97,-0.9,-1.0,-10.79,3.13,1,9,5,-1.22,-1.36,-6.73,7.62,-8.09,-2.06,-7.53,215,-5.47,4,7.38,8.83,0,2,0,-22.55,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,10.5,1.62,1.68,zebra,-,2,621,532,1.17,359,262,57.8,-30.32,-4.88,0,-0.8,-9.47,-15.15,88,72,160,-5.96,-22.7,218,163,381,,,,,316,,,,0,-3.03,62.1,1.644,60.8,-3.0,7.4,34.7,-0.9,-2.0,-9.04,-0.01,0,10,7,-1.37,-2.42,-8.67,4.43,-9.6,-3.29,-9.47,160,-6.18,1,4.48,7.32,0,2,0,-21.23,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.96,1.98,zebra,-,2,271,245,1.11,122,149,45.0,-30.35,-11.2,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,204,,,,0,-3.04,27.1,1.973,50.7,-5.7,9.3,40.84,-0.7,-2.0,-12.48,6.22,3,7,8,-1.79,-15.62,-3.39,-4.5,-17.22,-17.03,10.7,57,27.73,1,-4.91,1.0,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,6.5,1.32,1.98,zebra,-,3,1236,650,1.9,749,487,60.6,-30.36,-2.46,0,0.5,-5.14,-16.04,184,128,312,-5.64,-41.79,436,305,741,,,,,377,,,,0,-3.04,123.6,1.613,62.0,-1.4,5.8,58.38,-0.5,-3.0,-27.75,20.66,4,6,9,-0.85,-0.5,-5.64,7.59,-7.18,-1.55,-5.14,312,-3.59,1,7.52,9.75,0,2,0,-26.55,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.96,1.98,zebra,-,3,275,247,1.11,124,151,45.1,-30.41,-11.06,0,14.09,10.7,6.1,32,25,57,-12.33,-18.87,68,85,153,,,,,206,,,,0,-3.04,27.5,1.973,50.7,-5.6,9.3,41.88,-0.7,-2.0,-11.5,5.53,3,7,8,-1.8,-15.31,-3.39,-4.34,-17.08,-16.75,10.7,57,27.45,6,-4.76,1.14,0,2,0,-3.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,7.5,1.62,1.98,zebra,-,2,1101,757,1.45,620,481,56.3,-30.42,-2.76,0,0.29,-5.24,-14.84,156,127,283,-7.63,-49.9,351,303,654,,,,,418,,,,0,-3.04,110.1,1.734,57.7,-1.4,6.9,53.11,-0.6,-2.0,-20.88,11.82,2,8,8,-0.9,-1.05,-5.53,7.96,-7.48,-1.9,-5.24,283,-3.34,1,7.77,9.44,0,2,0,-23.32,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,10.5,1.62,1.68,zebra,-,3,631,532,1.19,365,266,57.8,-30.44,-4.82,0,-1.31,-10.03,-16.15,88,73,161,-5.7,-22.06,222,165,387,,,,,316,,,,0,-3.04,63.1,1.644,60.8,-3.0,7.4,35.44,-0.9,-3.0,-10.04,0.64,1,9,7,-1.34,-2.32,-8.72,4.49,-9.54,-3.04,-10.03,161,-6.99,6,4.53,7.38,0,2,0,-21.55,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,7.5,-,-,zebra,dif 0~1,2,1368,788,1.74,782,586,57.2,-30.6,-2.24,0,0.15,-2.76,-9.54,197,149,346,-4.32,-34.91,452,356,808,,,,,427,,,,0,-3.06,136.8,1.724,58.0,-0.8,6.8,50.45,-0.6,-2.0,-21.53,10.63,4,6,9,-0.77,-1.82,-2.91,8.68,-6.96,-2.06,-2.76,346,-0.7,4,8.45,9.97,0,2,0,-15.27,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.32,1.86,zebra,-,1,896,896,1.0,517,379,57.7,-30.65,-3.42,0,-0.8,-7.53,-16.18,119,96,215,-4.43,-23.36,301,226,527,,,,,459,,,,0,-3.06,89.6,1.682,59.5,-1.8,7.3,31.97,-1.0,-1.0,-10.79,3.13,1,9,5,-1.23,-1.44,-6.73,7.57,-8.14,-2.12,-7.53,215,-5.4,1,7.33,8.78,0,2,0,-22.55,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,6.5,1.32,1.68,zebra,-,4,1053,608,1.73,648,405,61.5,-30.69,-2.91,0,2.55,-4.87,-12.96,160,106,266,-5.28,-33.5,381,253,634,,,,,364,,,,0,-3.07,105.3,1.578,63.4,-1.8,5.8,55.14,-0.6,-3.0,-17.46,16.58,4,6,9,-0.98,-0.13,-7.42,6.87,-7.63,-2.25,-4.87,266,-2.62,5,6.84,9.29,0,2,0,-29.82,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,8.5,1.32,1.68,zebra,-,2,1251,792,1.58,760,491,60.8,-30.74,-2.46,0,1.16,-4.25,-13.42,188,128,316,-4.26,-31.61,442,300,742,,,,,432,,,,0,-3.07,125.1,1.605,62.3,-1.6,6.6,48.63,-0.6,-2.0,-15.61,11.1,4,6,8,-0.91,-0.59,-5.41,8.48,-7.18,-1.85,-4.25,316,-2.39,1,8.25,9.75,0,2,0,-26.2,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,9.5,1.77,1.86,zebra,-,2,343,306,1.12,172,171,50.1,-30.83,-8.99,0,-4.75,-13.95,-10.6,36,40,76,-12.95,-25.12,93,101,194,,,,,238,,,,0,-3.08,34.3,1.816,55.1,-4.9,8.2,34.26,-0.9,-2.0,-13.79,5.43,3,7,10,-1.72,-8.87,-9.2,-1.7,-15.01,-7.58,-13.95,76,-6.37,1,-2.34,3.21,0,2,0,-11.59,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,6.5,1.32,1.68,zebra,-,3,862,598,1.44,523,339,60.7,-30.9,-3.58,0,3.97,-4.13,-9.16,134,88,222,-5.87,-30.59,309,212,521,,,,,359,,,,0,-3.09,86.2,1.588,63.0,-2.3,6.0,48.17,-0.6,-3.0,-12.98,9.39,4,6,12,-1.14,-0.71,-8.1,6.14,-8.3,-3.4,-4.13,222,-0.73,6,6.12,8.62,0,2,0,-27.14,0,DIRECAO
