passe,janela,wr_min,wr_max,janela2,op2,wr2,conf_min,conf_max,linha_min,linha_max,odd_min,odd_max,lado,extra,teto,apostas,jogos,por_jogo,G,R,WR,unidades,ROI,vivo,queda_ponta,roi_3d,u_3d,G_3d,R_3d,ap_3d,roi_7d,u_7d,G_7d,R_7d,ap_7d,borda_chip,fragil,conc_par,conc_alvo,n_par,dano_par,roi_sem3_par,vol3_par,id_suspeita,u_dia,ap_dia,odd_media,break_even,margem_be,linha_media,DD,lucro_dd,pior_jogo,pior_dia,melhor_dia,dias_pos,dias_neg,max_reds,z_jogo,roi_m1,roi_m2,acima_sorte,acima_placebo,roi_treino,roi_cego,ap_cego,desvio_cego,equiv,acima_sorte_par,premio,premio_alto,sem_tot,sem_pos,ult_sem_u,robusta,selo
P4,-,0.0,-,-,,-,0,-,8.5,10.5,-,-,zebra,dif>=0,2,1217,706,1.72,531,686,43.6,-223.72,-18.38,0,-1.57,-18.05,-52.54,126,165,291,-17.75,-127.28,316,401,717,,,,,395,,,,0,-22.37,121.7,1.899,52.7,-9.0,9.0,223.72,-1.0,-2.0,-76.57,1.1,1,9,18,-5.68,-19.52,-16.48,-7.98,-23.1,-18.49,-18.05,291,0.43,1,-8.12,-6.18,0,2,0,-75.33,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.96,-,zebra,-,5,1020,618,1.65,385,635,37.7,-223.77,-21.94,0,0.52,-12.0,-28.93,102,139,241,-22.38,-130.9,219,366,585,,,,,389,,,,0,-22.38,102.0,2.081,48.1,-10.3,9.6,223.77,-1.0,-4.0,-66.31,9.72,3,7,15,-6.15,-27.39,-12.52,-12.09,-26.66,-25.01,-12.0,241,13.01,1,-12.13,-9.74,0,2,0,-46.83,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,7.5,10.5,1.77,-,zebra,-,2,1313,812,1.62,561,752,42.7,-223.82,-17.05,0,0.59,-16.7,-53.44,136,184,320,-19.45,-152.84,326,460,786,,,,,438,,,,0,-22.38,131.3,1.955,51.2,-8.4,8.6,223.82,-1.0,-2.0,-62.2,-0.98,0,10,16,-5.46,-16.9,-17.29,-6.06,-21.77,-17.16,-16.7,320,0.46,1,-6.29,-4.84,0,2,0,-86.08,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.96,-,zebra,-,4,1014,618,1.64,382,632,37.7,-224.27,-22.12,0,0.41,-12.32,-29.44,101,138,239,-22.54,-131.41,218,365,583,,,,,389,,,,0,-22.43,101.4,2.081,48.1,-10.4,9.5,224.27,-1.0,-4.0,-66.31,8.21,2,8,15,-6.23,-27.56,-12.73,-12.27,-26.84,-25.14,-12.32,239,12.82,1,-12.31,-9.91,0,2,0,-47.34,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,8.5,10.5,1.77,-,zebra,-,2,1055,666,1.58,426,629,40.4,-224.52,-21.28,0,0.53,-19.81,-50.11,103,150,253,-23.5,-148.02,247,383,630,,,,,384,,,,0,-22.45,105.5,1.968,50.8,-10.4,9.2,224.52,-1.0,-2.0,-63.11,-0.55,0,10,18,-6.12,-21.86,-20.34,-11.13,-26.0,-21.75,-19.81,253,1.94,1,-11.23,-9.08,0,2,0,-81.78,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,-,-,-,zebra,dif 0~1,4,2948,912,3.23,1555,1393,52.7,-224.64,-7.62,0,0.98,-8.42,-60.46,375,343,718,-9.57,-166.26,898,839,1737,,,,,467,,,,0,-22.46,294.8,1.782,56.1,-3.4,7.7,226.11,-1.0,-4.0,-54.62,-0.33,0,10,13,-3.29,-6.55,-9.4,3.37,-12.34,-7.36,-8.42,718,-1.06,3,3.13,4.58,0,2,0,-103.79,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.96,-,zebra,-,5,1019,617,1.65,384,635,37.7,-224.74,-22.05,0,0.52,-12.0,-28.93,102,139,241,-22.38,-130.9,219,366,585,,,,,388,,,,0,-22.47,101.9,2.081,48.1,-10.4,9.6,224.74,-1.0,-4.0,-67.28,9.72,3,7,15,-6.18,-27.58,-12.52,-12.21,-26.77,-25.17,-12.0,241,13.16,1,-12.25,-9.85,0,2,0,-46.83,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,-,-,-,zebra,tot_env>=3,2,845,531,1.59,334,511,39.5,-224.77,-26.6,0,-5.31,-26.24,-51.95,78,120,198,-28.38,-137.07,185,298,483,,,,,339,,,,0,-22.48,84.5,1.903,52.6,-13.0,9.6,227.35,-1.0,-2.0,-70.98,5.6,1,9,16,-7.31,-29.9,-20.93,-17.29,-31.32,-26.71,-26.24,198,0.47,1,-17.25,-14.4,0,2,0,-65.09,0,DIRECAO
P1,-,0.0,-,-,,-,0,-,8.5,10.5,-,-,zebra,-,2,1218,706,1.73,531,687,43.6,-224.82,-18.46,0,-1.57,-18.05,-52.54,126,165,291,-17.88,-128.38,316,402,718,,,,,395,,,,0,-22.48,121.8,1.899,52.7,-9.1,9.0,224.82,-1.0,-2.0,-76.57,1.1,1,9,18,-5.71,-19.64,-16.48,-8.06,-23.18,-18.58,-18.05,291,0.53,1,-8.19,-6.26,0,2,0,-75.33,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,5.5,10.5,1.62,-,zebra,-,3,2391,918,2.6,1201,1190,50.2,-224.91,-9.41,0,0.39,-9.31,-54.94,296,294,590,-10.84,-154.35,705,719,1424,,,,,468,,,,0,-22.49,239.1,1.826,54.8,-4.5,7.9,226.81,-1.0,-3.0,-53.5,2.46,1,9,13,-3.67,-9.23,-9.7,1.58,-14.13,-9.44,-9.31,590,0.13,1,1.35,2.8,0,2,0,-87.19,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,9.5,-,1.77,-,zebra,-,3,923,498,1.85,351,572,38.0,-224.97,-24.37,0,-0.73,-26.12,-53.02,74,129,203,-25.92,-137.66,197,334,531,,,,,314,,,,0,-22.5,92.3,2.004,49.9,-11.9,10.3,224.97,-1.0,-3.0,-68.41,-1.41,0,10,17,-6.08,-23.82,-25.39,-15.28,-29.09,-23.88,-26.12,203,-2.24,1,-15.21,-12.17,0,2,0,-82.78,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.96,-,zebra,-,4,1013,617,1.64,381,632,37.6,-225.24,-22.23,0,0.41,-12.32,-29.44,101,138,239,-22.54,-131.41,218,365,583,,,,,388,,,,0,-22.52,101.3,2.081,48.1,-10.4,9.5,225.24,-1.0,-4.0,-67.28,8.21,2,8,15,-6.26,-27.75,-12.73,-12.39,-26.95,-25.3,-12.32,239,12.98,1,-12.43,-10.03,0,2,0,-47.34,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,tot_env>=1,2,933,573,1.63,368,565,39.4,-225.32,-24.15,0,-4.56,-26.56,-57.36,81,135,216,-25.96,-139.91,207,332,539,,,,,362,,,,0,-22.53,93.3,1.948,51.3,-11.9,9.6,225.32,-1.0,-2.0,-80.97,-0.48,0,10,16,-6.63,-25.38,-22.0,-14.58,-28.87,-23.43,-26.56,216,-3.13,1,-14.58,-11.95,0,2,0,-74.59,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,7.5,-,-,-,zebra,dif>=1,2,923,588,1.57,369,554,40.0,-225.41,-24.42,0,-6.88,-28.37,-59.87,78,133,211,-25.89,-135.66,204,320,524,,,,,369,,,,0,-22.54,92.3,1.922,52.0,-12.0,9.4,225.52,-1.0,-2.0,-73.84,3.23,2,8,13,-6.87,-26.09,-21.49,-14.76,-29.14,-23.25,-28.37,211,-5.12,1,-14.77,-12.22,0,2,0,-71.98,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,-,-,-,zebra,dif>=2,5,783,462,1.69,311,472,39.7,-225.5,-28.8,0,-8.32,-32.39,-58.63,69,112,181,-29.33,-131.11,178,269,447,,,,,324,,,,0,-22.55,78.3,1.858,53.8,-14.1,9.1,227.54,-1.0,-5.0,-65.43,2.54,2,8,14,-7.58,-31.47,-24.07,-20.05,-33.52,-27.72,-32.39,181,-4.67,1,-20.11,-16.6,0,2,0,-68.13,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,-,-,-,zebra,dif 0~1,4,2946,912,3.23,1553,1393,52.7,-225.66,-7.66,0,0.96,-8.5,-60.98,374,343,717,-9.64,-167.28,896,839,1735,,,,,467,,,,0,-22.57,294.6,1.782,56.1,-3.4,7.7,227.13,-1.0,-4.0,-54.62,-0.33,0,10,13,-3.3,-6.58,-9.46,3.33,-12.38,-7.39,-8.5,717,-1.12,1,3.09,4.54,0,2,0,-104.31,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,-,1.96,-,zebra,-,6,1022,618,1.65,385,637,37.7,-225.77,-22.09,0,0.52,-12.0,-28.93,102,139,241,-22.38,-130.9,219,366,585,,,,,389,,,,0,-22.58,102.2,2.081,48.0,-10.4,9.6,225.77,-1.0,-4.0,-66.31,9.72,2,8,15,-6.24,-27.61,-12.52,-12.24,-26.81,-25.2,-12.0,241,13.2,3,-12.28,-9.89,0,2,0,-46.83,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,10.5,1.32,1.98,zebra,-,4,2854,921,3.1,1538,1316,53.9,-225.88,-7.91,0,-0.11,-9.69,-67.7,370,329,699,-9.44,-159.7,898,793,1691,,,,,469,,,,0,-22.59,285.4,1.726,57.9,-4.0,7.5,229.35,-1.0,-4.0,-44.34,3.42,1,9,13,-3.44,-6.9,-9.58,3.07,-12.63,-7.34,-9.69,699,-2.35,1,2.84,4.29,0,2,0,-103.69,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,6.5,-,-,-,zebra,dif>=1,2,1036,639,1.62,440,596,42.5,-225.9,-21.81,0,-3.87,-23.08,-56.78,102,144,246,-23.35,-141.04,251,353,604,,,,,380,,,,0,-22.59,103.6,1.88,53.2,-10.7,9.0,227.0,-1.0,-2.0,-67.59,4.43,2,8,11,-6.61,-23.39,-19.21,-11.82,-26.53,-21.41,-23.08,246,-1.67,1,-11.89,-9.6,0,2,0,-75.29,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,-,-,-,zebra,tot_env>=3,2,929,589,1.58,388,541,41.8,-226.15,-24.34,0,-4.39,-23.79,-52.58,93,128,221,-25.86,-138.33,219,316,535,,,,,359,,,,0,-22.61,92.9,1.868,53.5,-11.8,9.2,229.94,-1.0,-2.0,-67.86,5.18,1,9,15,-7.08,-27.25,-19.4,-14.67,-29.06,-24.52,-23.79,221,0.72,1,-14.69,-12.14,0,2,0,-66.73,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,-,-,-,zebra,dif>=2,6,786,462,1.7,312,474,39.7,-226.34,-28.8,0,-8.32,-32.39,-58.63,69,112,181,-29.33,-131.11,178,269,447,,,,,324,,,,0,-22.63,78.6,1.859,53.8,-14.1,9.1,228.38,-1.0,-5.0,-65.43,3.7,2,8,14,-7.59,-31.45,-24.07,-20.04,-33.52,-27.72,-32.39,181,-4.67,3,-20.1,-16.59,0,2,0,-68.13,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,-,-,-,zebra,dif>=2,5,800,466,1.72,322,478,40.2,-226.56,-28.32,0,-8.52,-33.13,-60.63,69,114,183,-29.43,-133.61,181,273,454,,,,,326,,,,0,-22.66,80.0,1.849,54.1,-13.8,9.0,228.6,-1.0,-5.0,-65.1,2.54,2,8,14,-7.57,-30.37,-24.61,-19.53,-33.04,-26.89,-33.13,183,-6.24,1,-19.57,-16.12,0,2,0,-70.13,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,9.5,-,-,zebra,tot_env>=1,4,1389,753,1.84,680,709,49.0,-226.59,-16.31,0,-1.82,-16.52,-54.85,159,173,332,-17.77,-145.51,395,424,819,,,,,423,,,,0,-22.66,138.9,1.764,56.7,-7.7,7.5,226.59,-1.0,-4.0,-61.34,7.52,2,8,12,-5.9,-17.31,-14.7,-5.62,-21.03,-16.25,-16.52,332,-0.27,1,-5.8,-4.11,0,2,0,-78.05,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.96,-,zebra,-,6,1021,617,1.65,384,637,37.6,-226.74,-22.21,0,0.52,-12.0,-28.93,102,139,241,-22.38,-130.9,219,366,585,,,,,388,,,,0,-22.67,102.1,2.081,48.0,-10.4,9.6,226.74,-1.0,-4.0,-67.28,9.72,2,8,15,-6.28,-27.81,-12.52,-12.36,-26.93,-25.36,-12.0,241,13.36,3,-12.41,-10.01,0,2,0,-46.83,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,-,-,-,zebra,tot_env>=3,2,978,624,1.57,421,557,43.0,-226.94,-23.2,0,-5.27,-24.22,-55.71,97,133,230,-25.31,-143.28,237,329,566,,,,,373,,,,0,-22.69,97.8,1.847,54.1,-11.1,9.0,230.73,-1.0,-2.0,-63.88,5.57,1,9,15,-6.99,-25.68,-18.95,-13.32,-27.92,-22.89,-24.22,230,-1.33,1,-13.37,-11.0,0,2,0,-68.22,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,tot_env>=3,5,876,441,1.99,333,543,38.0,-227.12,-25.93,0,-9.11,-29.06,-56.08,69,124,193,-28.4,-138.29,178,309,487,,,,,301,,,,0,-22.71,87.6,1.986,50.4,-12.3,10.6,227.12,-1.0,-4.0,-79.07,7.05,2,8,20,-6.54,-29.18,-19.95,-17.37,-30.65,-25.04,-29.06,193,-4.01,1,-17.51,-13.72,0,2,0,-61.66,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,dif 0~1,4,1306,639,2.04,575,731,44.0,-227.15,-17.39,0,1.51,-15.74,-48.47,137,171,308,-17.51,-135.39,341,432,773,,,,,364,,,,0,-22.71,130.6,1.899,52.7,-8.6,9.4,227.15,-1.0,-4.0,-71.88,7.73,1,9,16,-5.3,-17.48,-17.25,-7.41,-22.11,-17.9,-15.74,308,2.17,1,-7.48,-5.19,0,2,0,-83.3,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,10.5,-,-,zebra,dif 0~1,5,3004,910,3.3,1594,1410,53.1,-227.16,-7.56,0,0.75,-8.13,-60.31,389,353,742,-9.23,-164.18,927,851,1778,,,,,467,,,,0,-22.72,300.4,1.773,56.4,-3.3,7.5,228.63,-1.0,-5.0,-55.17,3.66,1,9,14,-3.3,-6.75,-8.88,3.43,-12.28,-7.38,-8.13,742,-0.75,3,3.19,4.64,0,2,0,-101.43,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,-,-,-,zebra,dif>=2,6,803,466,1.72,323,480,40.2,-227.4,-28.32,0,-8.52,-33.13,-60.63,69,114,183,-29.43,-133.61,181,273,454,,,,,326,,,,0,-22.74,80.3,1.851,54.0,-13.8,9.0,229.44,-1.0,-5.0,-65.1,3.7,2,8,14,-7.58,-30.36,-24.61,-19.53,-33.04,-26.9,-33.13,183,-6.23,3,-19.57,-16.12,0,2,0,-70.13,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,10.5,-,-,zebra,dif 0~1,5,2938,908,3.24,1550,1388,52.8,-227.63,-7.75,0,0.84,-8.36,-60.72,378,348,726,-9.52,-165.83,902,840,1742,,,,,467,,,,0,-22.76,293.8,1.779,56.2,-3.4,7.6,229.1,-1.0,-5.0,-54.96,5.07,1,9,14,-3.35,-6.86,-9.2,3.24,-12.47,-7.55,-8.36,726,-0.82,1,3.01,4.45,0,2,0,-102.68,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,dif 0~1,5,1330,639,2.08,587,743,44.1,-227.67,-17.12,0,1.44,-14.78,-46.12,140,172,312,-17.08,-134.94,350,440,790,,,,,364,,,,0,-22.77,133.0,1.901,52.6,-8.5,9.5,227.67,-1.0,-4.0,-71.04,7.76,1,9,16,-5.23,-17.65,-16.22,-7.14,-21.84,-17.83,-14.78,312,3.05,1,-7.2,-4.92,0,2,0,-79.62,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,-,-,-,zebra,dif>=2,5,797,465,1.71,319,478,40.0,-227.79,-28.58,0,-8.52,-33.13,-60.63,69,114,183,-29.59,-134.05,180,273,453,,,,,325,,,,0,-22.78,79.7,1.851,54.0,-14.0,9.0,229.83,-1.0,-5.0,-65.48,2.54,2,8,14,-7.6,-30.79,-24.61,-19.8,-33.3,-27.22,-33.13,183,-5.91,1,-19.85,-16.38,0,2,0,-70.13,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,0.5,9.5,1.77,-,zebra,-,3,1422,833,1.71,616,806,43.3,-227.89,-16.03,0,0.18,-13.23,-45.37,152,191,343,-18.38,-152.89,350,482,832,,,,,450,,,,0,-22.79,142.2,1.952,51.2,-7.9,8.3,227.89,-1.0,-3.0,-61.13,3.55,2,8,12,-5.35,-17.59,-13.41,-5.04,-20.75,-16.92,-13.23,343,3.69,1,-5.27,-3.82,0,2,0,-71.49,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,2.5,10.5,-,-,zebra,dif>=1,2,1176,736,1.6,542,634,46.1,-227.9,-19.38,0,-2.44,-19.4,-55.49,131,155,286,-21.36,-146.32,308,377,685,,,,,415,,,,0,-22.79,117.6,1.797,55.6,-9.6,7.9,227.9,-1.0,-2.0,-55.77,4.12,2,8,13,-6.46,-20.87,-16.96,-8.79,-24.1,-19.37,-19.4,286,-0.03,1,-8.96,-7.18,0,2,0,-75.79,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,10.5,-,-,zebra,dif 0~1,6,2949,908,3.25,1556,1393,52.8,-228.09,-7.73,0,0.68,-8.62,-62.72,378,350,728,-9.63,-168.27,903,844,1747,,,,,467,,,,0,-22.81,294.9,1.779,56.2,-3.4,7.6,229.56,-1.0,-6.0,-55.96,5.53,1,9,14,-3.35,-6.78,-9.3,3.25,-12.45,-7.45,-8.62,728,-1.17,3,3.02,4.47,0,2,0,-104.12,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,2.5,9.5,-,-,zebra,tot_env>=1,4,1466,771,1.9,731,735,49.9,-228.13,-15.56,0,-1.87,-16.91,-59.37,169,182,351,-17.59,-151.27,419,441,860,,,,,428,,,,0,-22.81,146.6,1.749,57.2,-7.3,7.3,228.13,-1.0,-4.0,-55.42,8.11,2,8,12,-5.79,-15.88,-15.04,-4.75,-20.28,-15.14,-16.91,351,-1.78,1,-4.96,-3.36,0,2,0,-84.1,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.96,-,zebra,-,5,1016,614,1.65,381,635,37.5,-228.15,-22.46,0,0.52,-12.0,-28.93,102,139,241,-22.38,-130.9,219,366,585,,,,,385,,,,0,-22.82,101.6,2.081,48.1,-10.6,9.6,228.15,-1.0,-4.0,-69.73,9.72,3,7,15,-6.29,-28.24,-12.52,-12.63,-27.18,-25.71,-12.0,241,13.7,1,-12.67,-10.25,0,2,0,-46.83,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,tot_env>=3,7,882,441,2.0,335,547,38.0,-228.56,-25.91,0,-9.11,-29.06,-56.08,69,124,193,-28.54,-139.29,178,310,488,,,,,301,,,,0,-22.86,88.2,1.987,50.3,-12.3,10.7,228.56,-1.0,-4.0,-79.07,8.61,2,8,20,-6.57,-29.13,-19.95,-17.36,-30.63,-25.03,-29.06,193,-4.02,2,-17.5,-13.71,0,2,0,-61.66,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,-,-,-,zebra,dif>=2,6,800,465,1.72,320,480,40.0,-228.63,-28.58,0,-8.52,-33.13,-60.63,69,114,183,-29.59,-134.05,180,273,453,,,,,325,,,,0,-22.86,80.0,1.852,54.0,-14.0,9.0,230.67,-1.0,-5.0,-65.48,3.7,2,8,14,-7.61,-30.78,-24.61,-19.8,-33.3,-27.23,-33.13,183,-5.9,3,-19.85,-16.38,0,2,0,-70.13,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.96,-,zebra,-,4,1010,614,1.64,378,632,37.4,-228.65,-22.64,0,0.41,-12.32,-29.44,101,138,239,-22.54,-131.41,218,365,583,,,,,385,,,,0,-22.86,101.0,2.081,48.1,-10.6,9.6,228.65,-1.0,-4.0,-69.73,8.21,2,8,15,-6.37,-28.42,-12.73,-12.81,-27.36,-25.84,-12.32,239,13.52,1,-12.85,-10.44,0,2,0,-47.34,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,10.5,-,-,zebra,dif 0~1,5,2994,910,3.29,1586,1408,53.0,-228.7,-7.64,0,0.78,-8.21,-60.6,386,352,738,-9.34,-165.51,922,850,1772,,,,,467,,,,0,-22.87,299.4,1.774,56.4,-3.4,7.5,230.17,-1.0,-5.0,-55.94,3.66,1,9,14,-3.33,-6.81,-8.99,3.35,-12.36,-7.45,-8.21,738,-0.76,1,3.11,4.56,0,2,0,-102.26,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,3.5,10.5,-,-,zebra,dif>=1,2,1171,734,1.6,538,633,45.9,-228.82,-19.54,0,-2.48,-19.88,-56.45,129,155,284,-21.67,-147.77,305,377,682,,,,,414,,,,0,-22.88,117.1,1.799,55.6,-9.7,7.9,228.82,-1.0,-2.0,-55.77,4.12,2,8,15,-6.49,-20.85,-17.4,-8.96,-24.26,-19.43,-19.88,284,-0.44,1,-9.13,-7.34,0,2,0,-77.24,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,9.5,1.77,-,zebra,-,3,1421,832,1.71,615,806,43.3,-228.86,-16.11,0,0.18,-13.23,-45.37,152,191,343,-18.38,-152.89,350,482,832,,,,,450,,,,0,-22.89,142.1,1.952,51.2,-7.9,8.3,228.86,-1.0,-3.0,-62.1,3.55,2,8,12,-5.37,-17.72,-13.41,-5.12,-20.83,-17.02,-13.23,343,3.79,1,-5.35,-3.9,0,2,0,-71.49,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,9.5,-,-,zebra,tot_env>=1,4,1471,773,1.9,734,737,49.9,-228.93,-15.56,0,-1.84,-16.59,-58.55,171,182,353,-17.39,-150.07,422,441,863,,,,,428,,,,0,-22.89,147.1,1.748,57.2,-7.3,7.2,228.93,-1.0,-4.0,-56.42,8.11,2,8,13,-5.81,-16.06,-14.75,-4.74,-20.28,-15.24,-16.59,353,-1.35,1,-4.95,-3.36,0,2,0,-82.9,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,9.5,-,-,-,zebra,tot_env>=1,3,880,463,1.9,334,546,38.0,-229.24,-26.05,0,-4.31,-28.58,-58.59,74,131,205,-26.6,-134.59,190,316,506,,,,,306,,,,0,-22.92,88.0,1.973,50.7,-12.7,10.4,229.24,-1.0,-3.0,-74.91,0.5,1,9,17,-6.54,-27.07,-24.27,-17.29,-30.77,-25.28,-28.58,205,-3.3,1,-17.34,-13.85,0,2,0,-77.92,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,0.5,10.5,-,-,zebra,dif>=1,2,1179,738,1.6,543,636,46.1,-229.48,-19.46,0,-2.37,-19.19,-55.07,132,155,287,-21.27,-145.9,309,377,686,,,,,415,,,,0,-22.95,117.9,1.796,55.7,-9.6,7.9,229.48,-1.0,-2.0,-56.77,4.12,2,8,13,-6.5,-21.08,-16.82,-8.86,-24.18,-19.55,-19.19,287,0.36,1,-9.03,-7.26,0,2,0,-75.37,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,9.5,-,-,zebra,tot_env>=1,5,1392,753,1.85,680,712,48.9,-229.59,-16.49,0,-1.82,-16.52,-54.85,159,173,332,-17.87,-146.51,395,425,820,,,,,423,,,,0,-22.96,139.2,1.763,56.7,-7.9,7.5,229.59,-1.0,-5.0,-62.34,7.52,2,8,12,-5.94,-17.6,-14.7,-5.8,-21.21,-16.48,-16.52,332,-0.04,1,-5.98,-4.29,0,2,0,-78.05,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,8.5,-,-,-,zebra,tot_env>=3,6,881,441,2.0,334,547,37.9,-229.72,-26.07,0,-9.11,-29.06,-56.08,69,124,193,-28.54,-139.29,178,310,488,,,,,301,,,,0,-22.97,88.1,1.987,50.3,-12.4,10.6,229.72,-1.0,-4.0,-79.07,7.45,2,8,20,-6.65,-29.38,-19.95,-17.52,-30.79,-25.24,-29.06,193,-3.82,1,-17.66,-13.87,0,2,0,-61.66,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,6.5,-,1.96,-,zebra,-,6,1018,614,1.66,381,637,37.4,-230.15,-22.61,0,0.52,-12.0,-28.93,102,139,241,-22.38,-130.9,219,366,585,,,,,385,,,,0,-23.01,101.8,2.081,48.0,-10.6,9.6,230.15,-1.0,-4.0,-69.73,9.72,2,8,15,-6.39,-28.47,-12.52,-12.78,-27.33,-25.9,-12.0,241,13.89,3,-12.82,-10.41,0,2,0,-46.83,0,DIRECAO
P2,-,0.0,-,-,,-,0,-,4.5,-,1.62,1.98,zebra,-,4,2307,903,2.55,1174,1133,50.9,-230.24,-9.98,0,-0.46,-11.97,-65.95,275,276,551,-11.88,-161.6,679,681,1360,,,,,461,,,,0,-23.02,230.7,1.784,56.1,-5.2,8.1,233.42,-1.0,-4.0,-56.93,0.25,1,9,12,-4.04,-9.09,-11.51,1.01,-14.7,-9.36,-11.97,551,-2.61,1,0.77,2.22,0,2,0,-97.71,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,9.5,-,-,zebra,tot_env>=1,3,1241,719,1.73,581,660,46.8,-230.4,-18.57,0,-0.62,-16.55,-49.64,142,158,300,-19.79,-145.09,339,394,733,,,,,409,,,,0,-23.04,124.1,1.79,55.9,-9.0,7.8,230.4,-1.0,-3.0,-67.55,4.06,2,8,13,-6.32,-20.24,-15.93,-8.08,-23.29,-19.21,-16.55,300,2.66,1,-8.23,-6.36,0,2,0,-76.78,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,5.5,9.5,-,-,zebra,tot_env>=1,4,1255,719,1.75,589,666,46.9,-230.54,-18.37,0,-0.23,-15.99,-48.12,143,158,301,-19.46,-143.78,343,396,739,,,,,409,,,,0,-23.05,125.5,1.79,55.9,-8.9,7.8,230.54,-1.0,-4.0,-69.15,5.69,2,8,13,-6.26,-20.01,-15.76,-7.89,-23.09,-19.12,-15.99,301,3.13,1,-8.04,-6.17,0,2,0,-76.26,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,4.5,9.5,-,-,zebra,tot_env>=1,6,1393,753,1.85,680,713,48.8,-230.59,-16.55,0,-1.82,-16.52,-54.85,159,173,332,-17.97,-147.51,395,426,821,,,,,423,,,,0,-23.06,139.3,1.763,56.7,-7.9,7.5,230.59,-1.0,-6.0,-62.34,7.52,2,8,12,-5.94,-17.7,-14.7,-5.86,-21.27,-16.56,-16.52,332,0.04,3,-6.04,-4.35,0,2,0,-78.05,0,DIRECAO
P4,-,0.0,-,-,,-,0,-,2.5,9.5,-,-,zebra,tot_env>=1,5,1473,771,1.91,734,739,49.8,-230.89,-15.67,0,-1.89,-16.99,-59.96,170,183,353,-17.71,-152.86,420,443,863,,,,,428,,,,0,-23.09,147.3,1.748,57.2,-7.4,7.3,230.89,-1.0,-5.0,-56.42,8.11,2,8,12,-5.81,-16.03,-15.1,-4.87,-20.39,-15.26,-16.99,353,-1.72,1,-5.07,-3.47,0,2,0,-84.69,0,DIRECAO
